Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",25y 57d,100 (28-1-71 28.50%),81 (0.81),←,
15,"Anderson, Noah",22y 50d,62 (20-1-41 33.06%),18 (0.29),←,
31,"Andrew, Mac",19y 125d,5 (2-0-3 40.00%),,←,
10,"Ballard, Charlie",23y 259d,91 (25-1-65 28.02%),2 (0.02),←,
30,"Casboult, Levi",33y 24d,179 (58-1-120 32.68%),194 (1.08),25 (10-0-15 40.00%),38 (1.52)
25,"Collins, Sam",28y 297d,85 (29-1-55 34.71%),,71 (26-1-44 37.32%),
36,"Hollands, Elijah",20y 348d,9 (3-0-6 33.33%),6 (0.67),←,
7,"Holman, Nick",27y 314d,95 (28-0-67 29.47%),51 (0.54),86 (27-0-59 31.40%),51 (0.59)
19,"Humphrey, Bailey",18y 209d,1 (0-0-1 0.00%),,←,
40,"Jeffrey, Joel",21y 27d,13 (6-0-7 46.15%),14 (1.08),←,
34,"King, Ben",22y 275d,57 (13-1-43 23.68%),94 (1.65),←,
22,"Long, Ben",25y 230d,83 (33-1-49 40.36%),31 (0.37),4 (1-0-3 25.00%),
13,"Lukosius, Jack",22y 242d,77 (22-1-54 29.22%),23 (0.30),←,
44,"Macpherson, Darcy",25y 161d,76 (20-0-56 26.32%),26 (0.34),←,
11,"Miller, Touk",27y 45d,164 (43-2-119 26.83%),47 (0.29),←,
49,"Moyle, Ned",21y 52d,1 (0-0-1 0.00%),,←,
47,"Oea, Hewago",21y 146d,7 (4-0-3 57.14%),2 (0.29),←,
27,"Powell, Wil",23y 225d,71 (24-1-46 34.51%),13 (0.18),←,
41,"Rosas, Malcolm",21y 285d,22 (10-0-12 45.45%),15 (0.68),←,
18,"Rowell, Matt",21y 281d,43 (17-0-26 39.53%),10 (0.23),←,
6,"Sexton, Alex",29y 126d,161 (43-0-118 26.71%),160 (0.99),←,
24,"Swallow, David",30y 140d,201 (56-1-144 28.11%),87 (0.43),←,
14,"Weller, Lachie",27y 44d,130 (36-1-93 28.08%),45 (0.35),83 (22-1-60 27.11%),28 (0.34)
Totals,Totals,24y 141d,1733 (520-13-1200 30.01%),919 (0.53),,
C,"Dew, Stuart",43y 233d,109 (30-1-78 27.98%),,←,
