Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
15,"Anderson, Noah",23y 161d,100 (37-1-62 37.50%),40 (0.40),←,
31,"Andrew, Mac",20y 236d,37 (15-0-22 40.54%),1 (0.03),←,
10,"Ballard, Charlie",25y 4d,129 (42-1-86 32.95%),2 (0.02),←,
16,"Berry, Tom",23y 87d,43 (26-0-17 60.47%),6 (0.14),23 (11-0-12 47.83%),3 (0.13)
33,"Clohesy, Sam",21y 228d,16 (7-0-9 43.75%),6 (0.38),←,
25,"Collins, Sam",30y 42d,123 (46-1-76 37.80%),,109 (43-1-65 39.91%),
3,"Flanders, Sam",23y 3d,62 (22-1-39 36.29%),19 (0.31),←,
26,"Graham, Will",19y,13 (5-0-8 38.46%),5 (0.38),←,
7,"Holman, Nick",29y 59d,127 (43-0-84 33.86%),70 (0.55),118 (42-0-76 35.59%),70 (0.59)
19,"Humphrey, Bailey",19y 320d,36 (17-0-19 47.22%),24 (0.67),←,
40,"Jeffrey, Joel",22y 137d,27 (13-0-14 48.15%),16 (0.59),←,
38,"Johnston, Lloyd",19y 310d,8 (3-0-5 37.50%),3 (0.38),←,
34,"King, Ben",24y 20d,91 (30-1-60 33.52%),175 (1.92),←,
22,"Long, Ben",26y 341d,107 (44-1-62 41.59%),51 (0.48),28 (12-0-16 42.86%),20 (0.71)
13,"Lukosius, Jack",23y 353d,114 (39-1-74 34.65%),77 (0.68),←,
49,"Moyle, Ned",22y 163d,10 (3-0-7 30.00%),1 (0.10),←,
27,"Powell, Wil",24y 336d,101 (38-1-62 38.12%),15 (0.15),←,
41,"Rosas, Malcolm",23y 30d,44 (21-0-23 47.73%),45 (1.02),←,
18,"Rowell, Matt",23y 26d,81 (34-0-47 41.98%),25 (0.31),←,
24,"Swallow, David",31y 251d,237 (71-1-165 30.17%),109 (0.46),←,
32,"Uwland, Bodhi",21y 2d,20 (9-0-11 45.00%),,←,
14,"Weller, Lachie",28y 155d,138 (39-1-98 28.62%),46 (0.33),91 (25-1-65 28.02%),29 (0.32)
28,"Witts, Jarrod",31y 318d,177 (62-1-114 35.31%),37 (0.21),137 (44-1-92 32.48%),19 (0.14)
Totals,Totals,24y 108d,1841 (666-11-1164 36.18%),773 (0.42),,
C,"Hardwick, Damien",51y 344d,326 (179-6-141 55.83%),,19 (9-0-10 47.37%),
