Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Ambrose, Patrick",27y 343d,84 (35-1-48 42.26%),23 (0.27),←,
12,"Baguley, Mark",32y 81d,134 (61-1-72 45.90%),35 (0.26),←,
16,"Begley, Josh",21y 38d,15 (8-0-7 53.33%),14 (0.93),←,
28,"Brown, Mitch",28y 347d,67 (33-0-34 49.25%),65 (0.97),52 (20-0-32 38.46%),56 (1.08)
37,"Clarke, Dylan",20y 338d,11 (8-0-3 72.73%),,←,
20,"Clarke, Zac",29y 135d,109 (57-1-51 52.75%),46 (0.42),8 (5-0-3 62.50%),
13,"Fantasia, Orazio",23y 330d,73 (30-1-42 41.78%),108 (1.48),←,
8,"Gleeson, Martin",24y 350d,76 (26-1-49 34.87%),5 (0.07),←,
21,"Heppell, Dyson",27y 88d,167 (82-2-83 49.70%),59 (0.35),←,
26,"Hooker, Cale",30y 301d,192 (91-2-99 47.92%),86 (0.45),←,
4,"Langford, Kyle",22y 252d,62 (25-0-37 40.32%),40 (0.65),←,
43,"McDonald-Tipungwuti, Anthony",26y 110d,86 (38-0-48 44.19%),95 (1.10),←,
1,"McGrath, Andrew",21y 69d,61 (33-0-28 54.10%),14 (0.23),←,
45,"McKenna, Conor",23y 135d,70 (32-0-38 45.71%),19 (0.27),←,
44,"McKernan, Shaun",28y 343d,75 (32-0-43 42.67%),64 (0.85),41 (20-0-21 48.78%),43 (1.05)
41,"McNiece, Ben",27y 141d,15 (7-0-8 46.67%),,←,
7,"Merrett, Zach",23y 311d,123 (54-1-68 44.31%),42 (0.34),←,
23,"Myers, David",30y 41d,123 (63-0-60 51.22%),40 (0.33),←,
27,"Redman, Mason",21y 349d,22 (12-0-10 54.55%),1 (0.05),←,
9,"Shiel, Dylan",26y 154d,154 (69-3-82 45.78%),72 (0.47),19 (10-0-9 52.63%),8 (0.42)
25,"Stringer, Jake",25y 107d,126 (67-0-59 53.17%),221 (1.75),37 (19-0-18 51.35%),61 (1.65)
11,"Zaharakis, David",29y 170d,206 (94-2-110 46.12%),125 (0.61),←,
Totals,Totals,26y 40d,2051 (957-15-1079 46.66%),1174 (0.57),,
C,"Worsfold, John",50y 319d,368 (187-2-179 51.09%),,87 (38-0-49 43.68%),
