Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",30y 101d,142 (65-1-76 46.13%),75 (0.53),←,
41,"Casboult, Levi",27y 18d,74 (24-1-49 33.11%),73 (0.99),←,
9,"Cripps, Patrick",22y 15d,46 (11-1-34 25.00%),16 (0.35),←,
30,"Curnow, Charlie",20y 58d,8 (1-0-7 12.50%),5 (0.63),←,
35,"Curnow, Ed",27y 146d,111 (46-2-63 42.34%),17 (0.15),←,
15,"Docherty, Sam",23y 167d,72 (22-1-49 31.25%),11 (0.15),59 (16-1-42 27.97%),10 (0.17)
4,"Gibbs, Bryce",28y 18d,211 (89-2-120 42.65%),121 (0.57),←,
8,"Kreuzer, Matthew",27y 324d,142 (65-0-77 45.77%),74 (0.52),←,
26,"Macreadie, Harrison",18y 356d,2 (0-0-2 0.00%),,←,
22,"Marchbank, Caleb",20y 116d,9 (2-0-7 22.22%),,2 (0-0-2 0.00%),
3,"Murphy, Marc",29y 257d,216 (92-1-123 42.82%),158 (0.73),←,
5,"Petrevski-Seton, Sam",19y 42d,2 (0-0-2 0.00%),1 (0.50),←,
33,"Pickett, Jarrod",20y 227d,2 (0-0-2 0.00%),1 (0.50),←,
20,"Plowman, Lachie",22y 203d,41 (11-0-30 26.83%),1 (0.02),21 (7-0-14 33.33%),
17,"Rowe, Sam",29y 134d,75 (23-1-51 31.33%),15 (0.20),←,
1,"Silvagni, Jack",19y 106d,10 (0-0-10 0.00%),9 (0.90),←,
6,"Simpson, Kade",32y 332d,266 (102-3-161 38.91%),127 (0.48),←,
16,"Smedts, Billie",24y 298d,40 (26-0-14 65.00%),19 (0.47),2 (0-0-2 0.00%),
39,"Thomas, Dale",29y 285d,202 (117-2-83 58.42%),142 (0.70),45 (14-0-31 31.11%),21 (0.47)
23,"Weitering, Jacob",19y 130d,22 (5-0-17 22.73%),5 (0.23),←,
43,"White, Simon",28y 289d,78 (30-2-46 39.74%),12 (0.15),←,
46,"Wright, Matthew",27y 109d,118 (56-0-62 47.46%),91 (0.77),24 (7-0-17 29.17%),28 (1.17)
Totals,Totals,24y 352d,1889 (787-17-1085 41.66%),973 (0.52),,
C,"Bolton, Brendon",37y 349d,29 (12-0-17 41.38%),,24 (7-0-17 29.17%),
