Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Bannister, Jordan",23y 293d,47 (16-2-29 36.17%),7 (0.15),33 (8-1-24 25.76%),7 (0.21)
40,"Bentick, Adam",21y 68d,34 (8-1-25 25.00%),8 (0.24),←,
19,"Betts, Eddie",19y 267d,38 (7-2-29 21.05%),36 (0.95),←,
27,"Bryan, Chris",24y 167d,16 (3-1-12 21.88%),9 (0.56),←,
44,"Carrazzo, Andrew",22y 248d,39 (9-2-28 25.64%),8 (0.21),←,
25,"Fevola, Brendan",25y 212d,121 (42-2-77 35.54%),324 (2.68),←,
14,"Fisher, Brad",22y 133d,49 (13-1-35 27.55%),53 (1.08),←,
11,"French, Barnaby",30y 268d,131 (51-3-77 40.08%),38 (0.29),69 (17-2-50 26.09%),18 (0.26)
33,"Houlihan, Ryan",24y 211d,134 (43-2-89 32.84%),86 (0.64),←,
43,"Koutoufides, Anthony",33y 214d,265 (134-3-128 51.13%),219 (0.83),←,
12,"Lappin, Matthew",30y 184d,231 (95-2-134 41.56%),226 (0.98),176 (67-1-108 38.35%),200 (1.14)
20,"McGrath, Cory",27y 197d,76 (31-2-43 42.11%),18 (0.24),48 (13-2-33 29.17%),4 (0.08)
17,"OhAilpin, Setanta",23y 155d,10 (1-1-8 15.00%),2 (0.20),←,
29,"Scotland, Heath",26y 30d,114 (40-1-73 35.53%),37 (0.32),61 (17-1-43 28.69%),25 (0.41)
6,"Simpson, Kade",22y 107d,41 (10-1-30 25.61%),20 (0.49),←,
41,"Smith, Jesse",20y 181d,1 (0-0-1 0.00%),,←,
24,"Stevens, Nick",26y 229d,189 (90-4-95 48.68%),108 (0.57),62 (16-2-44 27.42%),30 (0.48)
32,"Thornton, Bret",22y 278d,89 (21-1-67 24.16%),1 (0.01),←,
30,"Waite, Jarrad",23y 197d,61 (15-2-44 26.23%),69 (1.13),←,
1,"Walker, Andrew",20y 94d,53 (12-2-39 24.53%),14 (0.26),←,
8,"Whitnall, Lance",26y 362d,199 (85-2-112 43.22%),326 (1.64),←,
34,"Wiggins, Simon",23y 343d,76 (20-1-55 26.97%),19 (0.25),←,
Totals,Totals,24y 252d,2014 (746-38-1230 37.04%),1628 (0.81),,
C,"Pagan, Denis",58y 330d,326 (171-2-153 52.76%),,86 (21-2-63 25.58%),
