Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
19,"Betts, Eddie",34y 268d,350 (166-3-181 47.86%),640 (1.83),218 (88-3-127 41.06%),330 (1.51)
41,"Casboult, Levi",31y 159d,154 (48-1-105 31.49%),156 (1.01),←,
9,"Cripps, Patrick",26y 156d,138 (38-1-99 27.90%),67 (0.49),←,
30,"Curnow, Charlie",24y 199d,62 (11-0-51 17.74%),79 (1.27),←,
35,"Curnow, Ed",31y 287d,204 (75-2-127 37.25%),50 (0.25),←,
12,"De Koning, Tom",22y 36d,22 (8-0-14 36.36%),8 (0.36),←,
2,"Dow, Paddy",21y 309d,59 (15-0-44 25.42%),19 (0.32),←,
29,"Durdin, Corey",19y 129d,2 (0-0-2 0.00%),1 (0.50),←,
25,"Fisher, Zac",23y 67d,73 (16-0-57 21.92%),31 (0.42),←,
8,"Fogarty, Lachie",22y 142d,40 (20-0-20 50.00%),12 (0.30),17 (7-0-10 41.18%),6 (0.35)
36,"Honey, Josh",19y 308d,6 (3-0-3 50.00%),6 (1.00),←,
17,"Kemp, Brodie",20y 112d,2 (0-0-2 0.00%),,←,
7,"Kennedy, Matthew",24y 137d,61 (25-2-34 42.62%),29 (0.48),42 (14-0-28 33.33%),22 (0.52)
11,"McGovern, Mitch",26y 314d,81 (44-1-36 54.94%),104 (1.28),33 (10-0-23 30.30%),37 (1.12)
24,"Newman, Nic",28y 218d,67 (32-0-35 47.76%),14 (0.21),36 (12-0-24 33.33%),6 (0.17)
32,"Newnes, Jack",28y 178d,191 (69-2-120 36.65%),72 (0.38),36 (14-0-22 38.89%),17 (0.47)
4,"OBrien, Lochie",21y 337d,41 (10-0-31 24.39%),11 (0.27),←,
20,"Plowman, Lachie",26y 344d,129 (40-0-89 31.01%),2 (0.02),109 (36-0-73 33.03%),1 (0.01)
42,"Saad, Adam",27y 29d,131 (51-2-78 39.69%),10 (0.08),22 (8-0-14 36.36%),2 (0.09)
13,"Stocker, Liam",21y 210d,22 (6-0-16 27.27%),2 (0.09),←,
18,"Walsh, Sam",21y 50d,61 (22-0-39 36.07%),26 (0.43),←,
23,"Weitering, Jacob",23y 271d,115 (32-0-83 27.83%),10 (0.09),←,
31,"Williamson, Tom",22y 252d,43 (16-0-27 37.21%),4 (0.09),←,
Totals,Totals,24y 307d,2054 (747-14-1293 36.37%),1353 (0.66),,
C,"Teague, David",40y 108d,50 (21-0-29 42.00%),,←,
