Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",23y 57d,79 (22-0-57 27.85%),205 (2.59),←,
3,"Coniglio, Stephen",22y 165d,71 (25-0-46 35.21%),28 (0.39),←,
4,"Greene, Toby",22y 246d,84 (24-0-60 28.57%),50 (0.60),←,
19,"Haynes, Nick",24y 10d,49 (16-0-33 32.65%),4 (0.08),←,
2,"Hopper, Jacob",19y 112d,3 (2-0-1 66.67%),1 (0.33),←,
17,"Johnson, Steve",32y 329d,263 (185-3-75 70.91%),473 (1.80),10 (7-0-3 70.00%),21 (2.10)
22,"Kelly, Josh",21y 106d,46 (20-0-26 43.48%),26 (0.57),←,
40,"Kennedy, Adam",23y 321d,71 (18-0-53 25.35%),4 (0.06),←,
37,"Lobb, Rory",23y 109d,21 (10-0-11 47.62%),23 (1.10),←,
41,"Mumford, Shane",29y 328d,138 (89-2-47 65.22%),47 (0.34),38 (20-0-18 52.63%),8 (0.21)
7,"Palmer, Rhys",27y 105d,119 (40-0-79 33.61%),95 (0.80),66 (19-0-47 28.79%),72 (1.09)
24,"Patfull, Joel",31y 173d,206 (87-3-116 42.96%),25 (0.12),24 (14-0-10 58.33%),1 (0.04)
12,"Patton, Jonathon",23y 8d,41 (14-0-27 34.15%),45 (1.10),←,
9,"Scully, Tom",25y 13d,113 (36-1-76 32.30%),46 (0.41),82 (23-0-59 28.05%),40 (0.49)
23,"Shaw, Heath",30y 183d,223 (134-2-87 60.54%),38 (0.17),50 (24-0-26 48.00%),1 (0.02)
5,"Shiel, Dylan",23y 80d,74 (22-0-52 29.73%),38 (0.51),←,
11,"Steele, Jack",20y 167d,14 (7-0-7 50.00%),8 (0.57),←,
20,"Tomlinson, Adam",22y 292d,56 (11-0-45 19.64%),18 (0.32),←,
8,"Ward, Callan",26y 48d,153 (58-0-95 37.91%),76 (0.50),93 (26-0-67 27.96%),43 (0.46)
6,"Whitfield, Lachie",21y 315d,61 (21-0-40 34.43%),26 (0.43),←,
29,"Williams, Zac",21y 251d,39 (14-0-25 35.90%),10 (0.26),←,
16,"Wilson, Nathan",23y 142d,42 (16-0-26 38.10%),12 (0.29),←,
Totals,Totals,24y 195d,1966 (871-11-1084 44.30%),1298 (0.66),,
C,"Cameron, Leon",43y 269d,54 (24-0-30 44.44%),,←,
