Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",21y 232d,25 (13-0-12 52.00%),16 (0.64),←,
1,"Boak, Travis",28y 250d,202 (93-1-108 46.29%),127 (0.63),←,
5,"Broadbent, Matthew",26y 250d,149 (66-1-82 44.63%),49 (0.33),←,
33,"Byrne-Jones, Darcy",21y 200d,23 (11-0-12 47.83%),4 (0.17),←,
17,"Clurey, Tom",23y 16d,21 (12-0-9 57.14%),,←,
22,"Dixon, Charlie",26y 197d,86 (29-1-56 34.30%),131 (1.52),21 (10-0-11 47.62%),37 (1.76)
7,"Ebert, Brad",27y 6d,193 (85-1-107 44.30%),103 (0.53),117 (57-1-59 49.15%),70 (0.60)
27,"Eddy, Brett",27y 225d,3 (2-0-1 66.67%),3 (1.00),←,
9,"Gray, Robbie",29y 9d,158 (72-0-86 45.57%),219 (1.39),←,
46,"Gray, Sam",25y 66d,37 (22-0-15 59.46%),15 (0.41),←,
8,"Hartlett, Hamish",26y 237d,129 (58-1-70 45.35%),70 (0.54),←,
43,"Houston, Dan",19y 331d,3 (2-0-1 66.67%),,←,
24,"Impey, Jarman",21y 273d,57 (30-0-27 52.63%),21 (0.37),←,
42,"Jonas, Tom",26y 89d,85 (41-1-43 48.82%),1 (0.01),←,
21,"Polec, Jared",24y 178d,65 (36-0-29 55.38%),37 (0.57),49 (29-0-20 59.18%),28 (0.57)
2,"Powell-Pepper, Sam",19y 90d,3 (2-0-1 66.67%),4 (1.33),←,
4,"Ryder, Paddy",29y 25d,191 (91-4-96 48.69%),135 (0.71),21 (12-0-9 57.14%),18 (0.86)
12,"Trengove, Jackson",26y 157d,137 (57-1-79 41.97%),14 (0.10),←,
39,"Westhoff, Justin",30y 189d,206 (94-1-111 45.87%),253 (1.23),←,
16,"Wines, Ollie",22y 183d,87 (47-0-40 54.02%),41 (0.47),←,
20,"Wingard, Chad",23y 253d,110 (54-1-55 49.55%),193 (1.75),←,
11,"Young, Aaron",24y 123d,66 (32-1-33 49.24%),55 (0.83),←,
Totals,Totals,25y 30d,2036 (949-14-1073 46.61%),1491 (0.73),,
C,"Hinkley, Ken",50y 190d,95 (53-0-42 55.79%),,←,
