Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
13,"Acres, Blake",27y 188d,124 (55-3-66 45.56%),38 (0.31),4 (2-1-1 62.50%),1 (0.25)
5,"Cerra, Adam",23y 188d,99 (45-1-53 45.96%),21 (0.21),23 (13-1-9 58.70%),5 (0.22)
26,"Cowan, Lachlan",18y 133d,5 (3-1-1 70.00%),,←,
9,"Cripps, Patrick",28y 26d,164 (52-2-110 32.32%),87 (0.53),←,
30,"Curnow, Charlie",26y 69d,89 (26-1-62 29.78%),161 (1.81),←,
35,"Curnow, Ed",33y 157d,209 (78-3-128 38.04%),51 (0.24),←,
12,"De Koning, Tom",23y 271d,46 (22-1-23 48.91%),13 (0.28),←,
19,"Durdin, Corey",20y 364d,27 (15-0-12 55.56%),21 (0.78),←,
25,"Fisher, Zac",24y 302d,100 (31-1-68 31.50%),51 (0.51),←,
29,"Hewett, George",27y 105d,139 (82-1-56 59.35%),36 (0.26),19 (11-1-7 60.53%),4 (0.21)
14,"Hollands, Oliver",19y 87d,5 (3-1-1 70.00%),,←,
36,"Honey, Josh",21y 178d,13 (7-0-6 53.85%),8 (0.62),←,
7,"Kennedy, Matthew",26y 7d,81 (38-3-40 48.77%),36 (0.44),62 (27-1-34 44.35%),29 (0.47)
10,"McKay, Harry",25y 110d,91 (34-1-56 37.91%),182 (2.00),←,
3,"Motlop, Jesse",19y 141d,17 (8-1-8 50.00%),18 (1.06),←,
24,"Newman, Nic",30y 88d,91 (47-1-43 52.20%),14 (0.15),60 (27-1-32 45.83%),6 (0.10)
27,"Pittonet, Marc",26y 314d,45 (21-0-24 46.67%),5 (0.11),38 (16-0-22 42.11%),5 (0.13)
20,"Plowman, Lachie",28y 214d,145 (49-0-96 33.79%),2 (0.01),125 (45-0-80 36.00%),1 (0.01)
42,"Saad, Adam",28y 264d,157 (65-3-89 42.36%),10 (0.06),48 (22-1-25 46.88%),2 (0.04)
1,"Silvagni, Jack",25y 117d,104 (37-1-66 36.06%),76 (0.73),←,
18,"Walsh, Sam",22y 285d,82 (33-0-49 40.24%),32 (0.39),←,
23,"Weitering, Jacob",25y 141d,138 (45-1-92 32.97%),11 (0.08),←,
33,"Young, Lewis",24y 114d,48 (27-1-20 57.29%),2 (0.04),24 (12-1-11 52.08%),1 (0.04)
Totals,Totals,25y 41d,2019 (823-27-1169 40.76%),875 (0.43),,
C,"Voss, Michael",47y 280d,135 (57-2-76 42.96%),,26 (14-1-11 55.77%),
