Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",24y 107d,85 (22-1-62 26.47%),66 (0.78),←,
15,"Anderson, Noah",21y 100d,47 (14-1-32 30.85%),9 (0.19),←,
10,"Ballard, Charlie",22y 309d,80 (21-1-58 26.88%),1 (0.01),←,
35,"Budarick, Connor",21y 52d,23 (9-1-13 41.30%),1 (0.04),←,
30,"Casboult, Levi",32y 74d,165 (53-1-111 32.42%),177 (1.07),11 (5-0-6 45.45%),21 (1.91)
1,"Chol, Mabior",25y 119d,42 (24-1-17 58.33%),47 (1.12),11 (5-0-6 45.45%),23 (2.09)
25,"Collins, Sam",27y 347d,70 (23-1-46 33.57%),,56 (20-1-35 36.61%),
33,"Constable, Charlie",23y 10d,13 (10-0-3 76.92%),6 (0.46),1 (1-0-0 100.00%),
5,"Davies, Alex",20y 71d,10 (4-0-6 40.00%),3 (0.30),←,
4,"Ellis, Brandon",28y 298d,221 (125-2-94 57.01%),72 (0.33),45 (16-1-28 36.67%),14 (0.31)
46,"Graham, Caleb",21y 258d,26 (5-0-21 19.23%),,←,
7,"Holman, Nick",26y 364d,82 (23-0-59 28.05%),41 (0.50),73 (22-0-51 30.14%),41 (0.56)
40,"Jeffrey, Joel",20y 77d,7 (3-0-4 42.86%),8 (1.14),←,
17,"Markov, Oleg",26y 20d,44 (19-0-25 43.18%),5 (0.11),21 (7-0-14 33.33%),2 (0.10)
11,"Miller, Touk",26y 95d,149 (37-2-110 25.50%),45 (0.30),←,
27,"Powell, Wil",22y 275d,67 (21-1-45 32.09%),12 (0.18),←,
22,"Rankine, Izak",22y 35d,39 (13-1-25 34.62%),38 (0.97),←,
41,"Rosas, Malcolm",20y 335d,11 (5-0-6 45.45%),8 (0.73),←,
18,"Rowell, Matt",20y 331d,28 (11-0-17 39.29%),8 (0.29),←,
20,"Sharp, Jeremy",20y 288d,17 (5-0-12 29.41%),4 (0.24),←,
24,"Swallow, David",29y 190d,186 (50-1-135 27.15%),82 (0.44),←,
14,"Weller, Lachie",26y 94d,126 (34-1-91 27.38%),45 (0.36),79 (20-1-58 25.95%),28 (0.35)
28,"Witts, Jarrod",29y 257d,133 (42-1-90 31.95%),27 (0.20),93 (24-1-68 26.34%),9 (0.10)
Totals,Totals,24y 147d,1671 (573-16-1082 34.29%),705 (0.42),,
C,"Dew, Stuart",42y 283d,94 (24-1-69 26.06%),,←,
