Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
12,"Akermanis, Jason",22y 81d,80 (41-3-36 53.13%),81 (1.01),42 (18-2-22 45.24%),37 (0.88)
10,"Ashcroft, Marcus",27y 233d,205 (73-4-128 36.59%),113 (0.55),53 (20-2-31 39.62%),29 (0.55)
17,"Bartlett, Trent",22y 171d,39 (18-2-19 48.72%),8 (0.21),17 (5-1-11 32.35%),7 (0.41)
20,"Black, Simon",20y 43d,15 (7-0-8 46.67%),8 (0.53),←,
9,"Boyd, Brad",27y 279d,85 (23-0-62 27.06%),57 (0.67),15 (7-0-8 46.67%),8 (0.53)
1,"Champion, Richard",31y 32d,164 (63-3-98 39.33%),65 (0.40),45 (19-1-25 43.33%),28 (0.62)
16,"Clarke, Matthew",25y 240d,117 (53-2-62 46.15%),18 (0.15),48 (17-1-30 36.46%),12 (0.25)
32,"Hart, Shaun",27y 364d,145 (54-2-89 37.93%),112 (0.77),43 (17-1-25 40.70%),31 (0.72)
31,"Heuskes, Adam",23y 57d,94 (46-2-46 50.00%),7 (0.07),8 (5-0-3 62.50%),
2,"Johnson, Chris",22y 351d,96 (18-2-76 19.79%),109 (1.14),37 (11-2-24 32.43%),42 (1.14)
27,"Keating, Clark",23y 58d,46 (27-2-17 60.87%),26 (0.57),32 (17-1-14 54.69%),17 (0.53)
41,"Kennedy, Matthew",29y 101d,154 (53-2-99 35.06%),27 (0.18),41 (14-1-26 35.37%),2 (0.05)
18,"Lambert, Craig",30y 223d,200 (70-2-128 35.50%),79 (0.40),28 (13-1-14 48.21%),7 (0.25)
44,"Lappin, Nigel",22y 329d,110 (52-3-55 48.64%),74 (0.67),49 (20-2-27 42.86%),34 (0.69)
15,"Lawrence, Steven",22y 362d,48 (18-2-28 39.58%),32 (0.67),35 (12-2-21 37.14%),31 (0.89)
23,"Leppitsch, Justin",23y 227d,90 (40-3-47 46.11%),138 (1.53),46 (18-2-26 41.30%),80 (1.74)
25,"McKinnon, Martin",23y 315d,82 (43-1-38 53.05%),46 (0.56),3 (2-0-1 66.67%),1 (0.33)
4,"McRae, Craig",25y 236d,81 (39-2-40 49.38%),103 (1.27),42 (18-2-22 45.24%),47 (1.12)
7,"Molloy, Jarrod",23y 4d,83 (21-1-61 25.90%),96 (1.16),24 (13-1-10 56.25%),42 (1.75)
5,"Scott, Brad",23y 13d,46 (15-1-30 33.70%),11 (0.24),24 (7-1-16 31.25%),5 (0.21)
22,"Scott, Chris",23y 13d,89 (41-2-46 47.19%),42 (0.47),34 (14-1-19 42.65%),19 (0.56)
33,"White, Darryl",25y 338d,139 (58-4-77 43.17%),135 (0.97),49 (19-2-28 40.82%),29 (0.59)
Totals,Totals,24y 334d,2208 (873-45-1290 39.54%),1387 (0.63),,
C,"Matthews, Leigh",47y 76d,232 (130-5-97 57.11%),,8 (5-0-3 62.50%),
