Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",23y 136d,66 (14-1-51 21.97%),47 (0.71),←,
15,"Anderson, Noah",20y 129d,31 (9-1-21 30.65%),4 (0.13),←,
10,"Ballard, Charlie",21y 338d,61 (13-1-47 22.13%),1 (0.02),←,
3,"Bowes, Jack",23y 151d,71 (16-1-54 23.24%),14 (0.20),←,
19,"Corbett, Josh",25y 64d,25 (4-1-20 18.00%),21 (0.84),←,
12,"Day, Sam",28y 293d,141 (38-2-101 27.66%),98 (0.70),←,
4,"Ellis, Brandon",27y 327d,206 (117-2-87 57.28%),67 (0.33),30 (8-1-21 28.33%),9 (0.30)
8,"Fiorini, Brayden",23y 308d,54 (10-1-43 19.44%),18 (0.33),←,
26,"Flanders, Sam",19y 337d,16 (4-1-11 28.13%),5 (0.31),←,
46,"Graham, Caleb",20y 287d,20 (3-0-17 15.00%),,←,
1,"Greenwood, Hugh",29y 112d,82 (39-2-41 48.78%),45 (0.55),31 (9-1-21 30.65%),9 (0.29)
39,"Holman, Nick",26y 28d,68 (16-0-52 23.53%),30 (0.44),59 (15-0-44 25.42%),30 (0.51)
34,"King, Ben",20y 354d,45 (9-1-35 21.11%),76 (1.69),←,
23,"Lemmens, Sean",26y 236d,106 (27-2-77 26.42%),25 (0.24),←,
13,"Lukosius, Jack",20y 321d,52 (12-1-39 24.04%),9 (0.17),←,
17,"Markov, Oleg",25y 49d,37 (16-0-21 43.24%),4 (0.11),14 (4-0-10 28.57%),1 (0.07)
11,"Miller, Touk",25y 124d,130 (29-2-99 23.08%),35 (0.27),←,
27,"Powell, Wil",21y 304d,49 (13-1-35 27.55%),11 (0.22),←,
22,"Rankine, Izak",21y 64d,26 (6-1-19 25.00%),27 (1.04),←,
18,"Rowell, Matt",19y 360d,9 (3-0-6 33.33%),6 (0.67),←,
6,"Sexton, Alex",27y 205d,146 (37-0-109 25.34%),140 (0.96),←,
37,"Sharp, Jeremy",19y 317d,3 (0-0-3 0.00%),,←,
32,"Smith, Zac",31y 124d,120 (48-1-71 40.42%),53 (0.44),70 (14-0-56 20.00%),33 (0.47)
Totals,Totals,23y 359d,1564 (483-22-1059 30.88%),736 (0.47),,
C,"Dew, Stuart",41y 312d,75 (16-1-58 22.00%),,←,
