Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
40,"Bentick, Adam",20y 348d,23 (7-0-16 30.43%),5 (0.22),←,
13,"Blackwell, Luke",19y 199d,2 (0-0-2 0.00%),,←,
25,"Fevola, Brendan",25y 127d,110 (41-1-68 37.73%),276 (2.51),←,
11,"French, Barnaby",30y 183d,120 (50-2-68 42.50%),34 (0.28),58 (16-1-41 28.45%),14 (0.24)
33,"Houlihan, Ryan",24y 126d,123 (42-1-80 34.55%),82 (0.67),←,
5,"Kennedy, Josh",18y 275d,4 (1-0-3 25.00%),2 (0.50),←,
43,"Koutoufides, Anthony",33y 129d,258 (133-2-123 51.94%),213 (0.83),←,
12,"Lappin, Matthew",30y 99d,223 (94-2-127 42.60%),224 (1.00),168 (66-1-101 39.58%),198 (1.18)
4,"Livingston, Luke",23y 204d,44 (9-0-35 20.45%),2 (0.05),←,
20,"McGrath, Cory",27y 112d,66 (30-1-35 46.21%),18 (0.27),38 (12-1-25 32.89%),4 (0.11)
10,"McLaren, Dylan",24y 19d,55 (33-0-22 60.00%),9 (0.16),9 (2-0-7 22.22%),3 (0.33)
3,"Murphy, Marc",18y 312d,9 (2-0-7 22.22%),5 (0.56),←,
28,"Prendergast, Ian",25y 267d,63 (18-0-45 28.57%),14 (0.22),←,
29,"Scotland, Heath",25y 310d,103 (39-0-64 37.86%),33 (0.32),50 (16-0-34 32.00%),21 (0.42)
6,"Simpson, Kade",22y 22d,30 (9-0-21 30.00%),14 (0.47),←,
36,"Sporn, Trent",23y 246d,45 (10-1-34 23.33%),7 (0.16),←,
24,"Stevens, Nick",26y 144d,178 (89-3-86 50.84%),106 (0.60),51 (15-1-35 30.39%),28 (0.55)
15,"Teague, David",25y 22d,79 (32-1-46 41.14%),6 (0.08),46 (14-1-31 31.52%),2 (0.04)
32,"Thornton, Bret",22y 193d,78 (20-0-58 25.64%),1 (0.01),←,
1,"Walker, Andrew",20y 9d,42 (11-1-30 27.38%),10 (0.24),←,
8,"Whitnall, Lance",26y 277d,188 (84-1-103 44.95%),320 (1.70),←,
34,"Wiggins, Simon",23y 258d,67 (19-1-47 29.10%),15 (0.22),←,
Totals,Totals,24y 176d,1910 (773-17-1120 40.47%),1396 (0.73),,
C,"Pagan, Denis",58y 245d,315 (170-1-144 54.13%),,75 (20-1-54 27.33%),
