Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",23y 172d,71 (16-1-54 23.24%),52 (0.73),←,
15,"Anderson, Noah",20y 165d,34 (9-1-24 27.94%),4 (0.12),←,
10,"Ballard, Charlie",22y 9d,66 (15-1-50 23.48%),1 (0.02),←,
3,"Bowes, Jack",23y 187d,76 (18-1-57 24.34%),14 (0.18),←,
7,"Brodie, Will",22y 343d,25 (3-0-22 12.00%),3 (0.12),←,
29,"Burgess, Chris",25y 248d,30 (8-0-22 26.67%),14 (0.47),←,
25,"Collins, Sam",27y 47d,56 (17-1-38 31.25%),,42 (14-1-27 34.52%),
19,"Corbett, Josh",25y 100d,29 (5-1-23 18.97%),26 (0.90),←,
50,"Farrar, Jy",24y 237d,8 (3-0-5 37.50%),1 (0.13),←,
8,"Fiorini, Brayden",23y 344d,59 (12-1-46 21.19%),18 (0.31),←,
26,"Flanders, Sam",20y 8d,21 (6-1-14 30.95%),6 (0.29),←,
40,"Jeffrey, Joel",19y 142d,1 (0-0-1 0.00%),,←,
34,"King, Ben",21y 25d,50 (11-1-38 23.00%),85 (1.70),←,
23,"Lemmens, Sean",26y 272d,111 (29-2-80 27.03%),25 (0.23),←,
13,"Lukosius, Jack",20y 357d,57 (14-1-42 25.44%),9 (0.16),←,
44,"Macpherson, Darcy",23y 276d,59 (13-0-46 22.03%),26 (0.44),←,
11,"Miller, Touk",25y 160d,135 (31-2-102 23.70%),37 (0.27),←,
27,"Powell, Wil",21y 340d,54 (15-1-38 28.70%),11 (0.20),←,
18,"Rowell, Matt",20y 31d,14 (5-0-9 35.71%),8 (0.57),←,
6,"Sexton, Alex",27y 241d,151 (39-0-112 25.83%),148 (0.98),←,
37,"Sharp, Jeremy",19y 353d,8 (2-0-6 25.00%),2 (0.25),←,
32,"Smith, Zac",31y 160d,121 (48-1-72 40.08%),53 (0.44),71 (14-0-57 19.72%),33 (0.46)
24,"Swallow, David",28y 255d,172 (44-1-127 25.87%),78 (0.45),←,
Totals,Totals,23y 274d,1408 (363-17-1028 25.78%),621 (0.44),,
C,"Dew, Stuart",41y 348d,80 (18-1-61 23.13%),,←,
