Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
43,"Bennell, Jamie",19y 20d,11 (1-0-10 9.09%),2 (0.18),←,
32,"Bruce, Cameron",29y 270d,197 (82-1-114 41.88%),204 (1.04),←,
36,"Davey, Aaron",26y 17d,110 (45-1-64 41.36%),134 (1.22),←,
8,"Frawley, James",20y 280d,32 (7-0-25 21.88%),1 (0.03),←,
18,"Green, Brad",28y 106d,195 (85-1-109 43.85%),237 (1.22),←,
16,"Grimes, Jack",20y 47d,8 (0-0-8 0.00%),1 (0.13),←,
39,"Jetta, Neville",19y 135d,7 (1-0-6 14.29%),4 (0.57),←,
11,"Johnson, Paul",25y 1d,56 (12-0-44 21.43%),15 (0.27),55 (11-0-44 20.00%),15 (0.27)
2,"Jones, Nathan",21y 158d,62 (12-1-49 20.16%),25 (0.40),←,
48,"Jurrah, Liam",20y 278d,2 (0-0-2 0.00%),2 (1.00),←,
34,"Martin, Stefan",22y 222d,19 (3-0-16 15.79%),3 (0.16),←,
5,"McLean, Brock",23y 108d,88 (34-1-53 39.20%),36 (0.41),←,
7,"Miller, Brad",25y 356d,122 (42-1-79 34.84%),73 (0.60),←,
22,"Moloney, Brent",25y 150d,82 (30-1-51 37.20%),18 (0.22),59 (18-0-41 30.51%),12 (0.20)
10,"Morton, Cale",19y 160d,32 (3-0-29 9.38%),17 (0.53),←,
15,"Petterd, Ricky",20y 338d,21 (4-0-17 19.05%),15 (0.71),←,
27,"Rivers, Jared",24y 252d,82 (35-1-46 43.29%),4 (0.05),←,
24,"Robertson, Russell",30y 215d,222 (102-1-119 46.17%),413 (1.86),←,
12,"Sylvia, Colin",23y 231d,82 (26-1-55 32.32%),61 (0.74),←,
37,"Warnock, Matthew",25y 85d,33 (5-0-28 15.15%),1 (0.03),←,
4,"Watts, Jack",18y 93d,3 (0-0-3 0.00%),2 (0.67),←,
45,"Whelan, Matthew",29y 226d,146 (65-1-80 44.86%),14 (0.10),←,
Totals,Totals,23y 237d,1612 (594-11-1007 36.85%),1282 (0.80),,
C,"Bailey, Dean",42y 160d,35 (4-0-31 11.43%),,←,
