Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
11,"Ackland, Cain",25y 155d,71 (38-0-33 53.52%),24 (0.34),18 (4-0-14 22.22%),3 (0.17)
31,"Bannister, Jordan",24y 291d,58 (18-2-38 32.76%),13 (0.22),44 (10-1-33 23.86%),13 (0.30)
7,"Bentick, Adam",22y 66d,52 (12-1-39 24.04%),13 (0.25),←,
19,"Betts, Eddie",20y 265d,55 (9-2-44 18.18%),55 (1.00),←,
13,"Blackwell, Luke",20y 282d,23 (3-1-19 15.22%),4 (0.17),←,
18,"Bower, Paul",19y 221d,10 (0-0-10 0.00%),2 (0.20),←,
44,"Carrazzo, Andrew",23y 246d,61 (13-2-46 22.95%),16 (0.26),←,
25,"Fevola, Brendan",26y 210d,142 (46-2-94 33.10%),387 (2.73),←,
14,"Fisher, Brad",23y 131d,69 (17-1-51 25.36%),93 (1.35),←,
4,"Gibbs, Bryce",18y 156d,20 (4-0-16 20.00%),2 (0.10),←,
33,"Houlihan, Ryan",25y 209d,156 (47-2-107 30.77%),92 (0.59),←,
38,"Jackson, Ryan",20y 136d,6 (0-0-6 0.00%),1 (0.17),←,
40,"Jamison, Michael",21y 68d,3 (0-0-3 0.00%),,←,
12,"Lappin, Matthew",31y 182d,251 (99-2-150 39.84%),247 (0.98),196 (71-1-124 36.48%),221 (1.13)
3,"Murphy, Marc",20y 30d,33 (6-0-27 18.18%),18 (0.55),←,
17,"OhAilpin, Setanta",24y 153d,32 (5-1-26 17.19%),14 (0.44),←,
9,"Saddington, Jason",27y 299d,159 (76-1-82 48.11%),47 (0.30),17 (3-0-14 17.65%),6 (0.35)
29,"Scotland, Heath",27y 28d,136 (44-1-91 32.72%),41 (0.30),83 (21-1-61 25.90%),29 (0.35)
6,"Simpson, Kade",23y 105d,63 (14-1-48 23.02%),37 (0.59),←,
30,"Waite, Jarrad",24y 195d,83 (19-2-62 24.10%),96 (1.16),←,
1,"Walker, Andrew",21y 92d,72 (16-2-54 23.61%),23 (0.32),←,
8,"Whitnall, Lance",27y 360d,214 (89-2-123 42.06%),345 (1.61),←,
Totals,Totals,23y 243d,1769 (575-25-1169 32.50%),1570 (0.89),,
C,"Ratten, Brett",36y 38d,4 (0-0-4 0.00%),,←,
