Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
13,"Acres, Blake",28y 209d,153 (72-3-78 48.04%),51 (0.33),33 (19-1-13 59.09%),14 (0.42)
37,"Boyd, Jordan",25y 224d,24 (13-0-11 54.17%),1 (0.04),←,
5,"Cerra, Adam",24y 209d,121 (57-1-63 47.52%),33 (0.27),45 (25-1-19 56.67%),17 (0.38)
39,"Cincotta, Alex",27y 138d,20 (12-0-8 60.00%),3 (0.15),←,
46,"Cottrell, Matthew",24y 65d,62 (33-0-29 53.23%),33 (0.53),←,
2,"Cowan, Lachlan",19y 154d,10 (5-1-4 55.00%),,←,
9,"Cripps, Patrick",29y 46d,191 (68-2-121 36.13%),102 (0.53),←,
28,"Cuningham, David",27y 34d,56 (23-0-33 41.07%),30 (0.54),←,
30,"Curnow, Charlie",27y 90d,118 (43-1-74 36.86%),249 (2.11),←,
12,"De Koning, Tom",24y 292d,68 (36-1-31 53.68%),27 (0.40),←,
19,"Durdin, Corey",22y 19d,41 (20-0-21 48.78%),32 (0.78),←,
14,"Fantasia, Orazio",28y 232d,106 (52-1-53 49.53%),143 (1.35),7 (5-0-2 71.43%),2 (0.29)
29,"Hewett, George",28y 126d,165 (98-1-66 59.70%),40 (0.24),45 (27-1-17 61.11%),8 (0.18)
20,"Hollands, Elijah",22y 8d,20 (8-0-12 40.00%),14 (0.70),6 (3-0-3 50.00%),6 (1.00)
7,"Kennedy, Matthew",27y 27d,102 (48-3-51 48.53%),47 (0.46),83 (37-1-45 45.18%),40 (0.48)
10,"McKay, Harry",26y 131d,115 (46-1-68 40.43%),225 (1.96),←,
24,"Newman, Nic",31y 109d,118 (64-1-53 54.66%),17 (0.14),87 (44-1-42 51.15%),9 (0.10)
44,"Owies, Matthew",27y 45d,57 (32-1-24 57.02%),67 (1.18),←,
27,"Pittonet, Marc",27y 335d,63 (30-0-33 47.62%),6 (0.10),56 (25-0-31 44.64%),6 (0.11)
18,"Walsh, Sam",23y 306d,103 (42-0-61 40.78%),37 (0.36),←,
23,"Weitering, Jacob",26y 162d,165 (60-1-104 36.67%),11 (0.07),←,
6,"Williams, Zac",29y 226d,144 (74-0-70 51.39%),32 (0.22),31 (15-0-16 48.39%),5 (0.16)
33,"Young, Lewis",25y 135d,63 (34-1-28 54.76%),2 (0.03),39 (19-1-19 50.00%),1 (0.03)
Totals,Totals,26y 97d,2085 (970-19-1096 46.52%),1202 (0.58),,
C,"Voss, Michael",48y 301d,164 (74-2-88 45.73%),,55 (31-1-23 57.27%),
