Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
48,"Adams, Oscar",22y 17d,6 (5-0-1 83.33%),,←,
9,"Ainsworth, Ben",27y 180d,153 (57-1-95 37.58%),132 (0.86),←,
15,"Anderson, Noah",24y 173d,124 (53-1-70 43.15%),50 (0.40),←,
1,"Andrew, Mac",21y 248d,60 (30-0-30 50.00%),11 (0.18),←,
35,"Budarick, Connor",24y 125d,50 (26-1-23 53.00%),4 (0.08),←,
25,"Collins, Sam",31y 55d,144 (60-1-83 42.01%),,130 (57-1-72 44.23%),
5,"Davies, Alex",23y 144d,35 (19-0-16 54.29%),10 (0.29),←,
50,"Farrar, Jy",28y 245d,37 (18-0-19 48.65%),8 (0.22),←,
8,"Fiorini, Brayden",27y 352d,118 (40-1-77 34.32%),39 (0.33),←,
7,"Holman, Nick",30y 72d,146 (55-0-91 37.67%),78 (0.53),137 (54-0-83 39.42%),78 (0.57)
19,"Humphrey, Bailey",20y 332d,60 (33-0-27 55.00%),46 (0.77),←,
40,"Jeffrey, Joel",23y 150d,48 (27-0-21 56.25%),21 (0.44),←,
34,"King, Ben",25y 33d,115 (46-1-68 40.43%),241 (2.10),←,
22,"Long, Ben",27y 353d,130 (60-1-69 46.54%),94 (0.72),51 (28-0-23 54.90%),63 (1.24)
11,"Miller, Touk",29y 168d,209 (68-2-139 33.01%),71 (0.34),←,
2,"Noble, John",28y 137d,132 (80-3-49 61.74%),11 (0.08),20 (14-0-6 70.00%),3 (0.15)
27,"Powell, Wil",25y 348d,125 (54-1-70 43.60%),15 (0.12),←,
20,"Read, Ethan",20y 33d,20 (13-0-7 65.00%),18 (0.90),←,
41,"Rosas, Malcolm",24y 43d,49 (25-0-24 51.02%),46 (0.94),←,
18,"Rowell, Matt",24y 39d,105 (50-0-55 47.62%),31 (0.30),←,
32,"Uwland, Bodhi",22y 15d,44 (25-0-19 56.82%),1 (0.02),←,
14,"Weller, Lachie",29y 167d,156 (52-1-103 33.65%),50 (0.32),109 (38-1-70 35.32%),33 (0.30)
28,"Witts, Jarrod",32y 330d,200 (77-1-122 38.75%),44 (0.22),160 (59-1-100 37.19%),26 (0.16)
Totals,Totals,25y 322d,2266 (973-15-1278 42.94%),1021 (0.45),,
C,"Hardwick, Damien",52y 356d,350 (195-6-149 56.57%),,43 (25-0-18 58.14%),
