Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",25y 128d,107 (32-1-74 30.37%),87 (0.81),←,
15,"Anderson, Noah",22y 121d,71 (25-1-45 35.92%),24 (0.34),←,
31,"Andrew, Mac",19y 196d,11 (5-0-6 45.45%),,←,
2,"Atkins, Rory",28y 341d,125 (71-1-53 57.20%),49 (0.39),24 (9-0-15 37.50%),2 (0.08)
10,"Ballard, Charlie",23y 330d,100 (30-1-69 30.50%),2 (0.02),←,
16,"Berry, Tom",22y 48d,26 (18-0-8 69.23%),3 (0.12),6 (3-0-3 50.00%),
30,"Casboult, Levi",33y 95d,185 (61-1-123 33.24%),201 (1.09),31 (13-0-18 41.94%),45 (1.45)
25,"Collins, Sam",29y 3d,94 (34-1-59 36.70%),,80 (31-1-48 39.38%),
5,"Davies, Alex",21y 92d,24 (11-0-13 45.83%),8 (0.33),←,
8,"Fiorini, Brayden",25y 300d,87 (23-1-63 27.01%),26 (0.30),←,
7,"Holman, Nick",28y 20d,102 (32-0-70 31.37%),58 (0.57),93 (31-0-62 33.33%),58 (0.62)
19,"Humphrey, Bailey",18y 280d,10 (5-0-5 50.00%),9 (0.90),←,
40,"Jeffrey, Joel",21y 98d,16 (8-0-8 50.00%),15 (0.94),←,
34,"King, Ben",22y 346d,66 (18-1-47 28.03%),120 (1.82),←,
22,"Long, Ben",25y 301d,90 (37-1-52 41.67%),31 (0.34),11 (5-0-6 45.45%),
13,"Lukosius, Jack",22y 313d,86 (27-1-58 31.98%),41 (0.48),←,
44,"Macpherson, Darcy",25y 232d,85 (25-0-60 29.41%),26 (0.31),←,
27,"Powell, Wil",23y 296d,80 (29-1-50 36.88%),13 (0.16),←,
41,"Rosas, Malcolm",21y 356d,31 (15-0-16 48.39%),22 (0.71),←,
18,"Rowell, Matt",21y 352d,52 (22-0-30 42.31%),13 (0.25),←,
6,"Sexton, Alex",29y 197d,164 (44-0-120 26.83%),160 (0.98),←,
24,"Swallow, David",30y 211d,210 (61-1-148 29.29%),94 (0.45),←,
28,"Witts, Jarrod",30y 278d,155 (53-1-101 34.52%),32 (0.21),115 (35-1-79 30.87%),14 (0.12)
Totals,Totals,25y 8d,1977 (686-13-1278 34.70%),1034 (0.52),,
C,"Dew, Stuart",43y 304d,118 (35-1-82 30.08%),,←,
