Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",24y 65d,79 (19-1-59 24.68%),57 (0.72),←,
15,"Anderson, Noah",21y 58d,42 (12-1-29 29.76%),7 (0.17),←,
2,"Atkins, Rory",27y 278d,113 (65-1-47 57.96%),49 (0.43),12 (3-0-9 25.00%),2 (0.17)
10,"Ballard, Charlie",22y 267d,74 (18-1-55 25.00%),1 (0.01),←,
30,"Casboult, Levi",32y 32d,159 (50-1-108 31.76%),165 (1.04),5 (2-0-3 40.00%),9 (1.80)
1,"Chol, Mabior",25y 77d,36 (21-1-14 59.72%),34 (0.94),5 (2-0-3 40.00%),10 (2.00)
25,"Collins, Sam",27y 305d,64 (20-1-43 32.03%),,50 (17-1-32 35.00%),
19,"Corbett, Josh",25y 358d,35 (7-1-27 21.43%),33 (0.94),←,
5,"Davies, Alex",20y 29d,6 (2-0-4 33.33%),2 (0.33),←,
4,"Ellis, Brandon",28y 256d,215 (122-2-91 57.21%),69 (0.32),39 (13-1-25 34.62%),11 (0.28)
50,"Farrar, Jy",25y 130d,13 (5-0-8 38.46%),1 (0.08),←,
8,"Fiorini, Brayden",24y 237d,67 (15-1-51 23.13%),21 (0.31),←,
7,"Holman, Nick",26y 322d,76 (20-0-56 26.32%),36 (0.47),67 (19-0-48 28.36%),36 (0.54)
23,"Lemmens, Sean",27y 165d,119 (32-2-85 27.73%),25 (0.21),←,
17,"Markov, Oleg",25y 343d,41 (18-0-23 43.90%),4 (0.10),18 (6-0-12 33.33%),1 (0.06)
11,"Miller, Touk",26y 53d,143 (34-2-107 24.48%),40 (0.28),←,
27,"Powell, Wil",22y 233d,62 (18-1-43 29.84%),12 (0.19),←,
22,"Rankine, Izak",21y 358d,33 (10-1-22 31.82%),34 (1.03),←,
41,"Rosas, Malcolm",20y 293d,6 (2-0-4 33.33%),3 (0.50),←,
18,"Rowell, Matt",20y 289d,22 (8-0-14 36.36%),8 (0.36),←,
24,"Swallow, David",29y 148d,180 (47-1-132 26.39%),78 (0.43),←,
14,"Weller, Lachie",26y 52d,120 (31-1-88 26.25%),43 (0.36),73 (17-1-55 23.97%),26 (0.36)
28,"Witts, Jarrod",29y 215d,127 (39-1-87 31.10%),26 (0.20),87 (21-1-65 24.71%),8 (0.09)
Totals,Totals,25y 135d,1832 (615-20-1197 33.57%),748 (0.41),,
C,"Dew, Stuart",42y 241d,88 (21-1-66 24.43%),,←,
