Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",20y 323d,16 (8-0-8 50.00%),12 (0.75),←,
25,"Austin, Logan",20y 365d,5 (2-0-3 40.00%),,←,
1,"Boak, Travis",27y 341d,192 (88-1-103 46.09%),117 (0.61),←,
5,"Broadbent, Matthew",25y 341d,139 (61-1-77 44.24%),48 (0.35),←,
33,"Byrne-Jones, Darcy",20y 291d,13 (6-0-7 46.15%),3 (0.23),←,
17,"Clurey, Tom",22y 106d,11 (7-0-4 63.64%),,←,
22,"Dixon, Charlie",25y 288d,80 (26-1-53 33.13%),124 (1.55),15 (7-0-8 46.67%),30 (2.00)
7,"Ebert, Brad",26y 96d,184 (81-1-102 44.29%),96 (0.52),108 (53-1-54 49.54%),63 (0.58)
9,"Gray, Robbie",28y 99d,148 (67-0-81 45.27%),199 (1.34),←,
8,"Hartlett, Hamish",25y 328d,125 (56-1-68 45.20%),69 (0.55),←,
24,"Impey, Jarman",20y 364d,48 (26-0-22 54.17%),15 (0.31),←,
48,"Krakouer, Nathan",28y 63d,77 (35-0-42 45.45%),22 (0.29),64 (34-0-30 53.13%),14 (0.22)
2,"Mitchell, Kane",26y 219d,33 (17-0-16 51.52%),19 (0.58),←,
3,"Neade, Jake",22y 39d,49 (27-0-22 55.10%),42 (0.86),←,
13,"OShea, Cameron",24y 116d,79 (36-0-43 45.57%),7 (0.09),←,
29,"Pittard, Jasper",25y 97d,91 (48-0-43 52.75%),11 (0.12),←,
28,"Schulz, Jay",31y 80d,190 (80-3-107 42.89%),326 (1.72),119 (56-1-62 47.48%),268 (2.25)
12,"Trengove, Jackson",25y 248d,127 (52-1-74 41.34%),11 (0.09),←,
39,"Westhoff, Justin",29y 280d,196 (89-1-106 45.66%),246 (1.26),←,
16,"Wines, Ollie",21y 274d,77 (42-0-35 54.55%),36 (0.47),←,
20,"Wingard, Chad",22y 344d,102 (50-1-51 49.51%),177 (1.74),←,
40,"Young, Aaron",23y 214d,56 (27-1-28 49.11%),42 (0.75),←,
Totals,Totals,24y 323d,2038 (931-12-1095 45.68%),1622 (0.80),,
C,"Hinkley, Ken",49y 281d,85 (48-0-37 56.47%),,←,
