Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
24,"Bryan, Nick",21y 280d,11 (2-0-9 18.18%),2 (0.18),←,
6,"Caldwell, Jye",22y 304d,53 (19-0-34 35.85%),17 (0.32),42 (16-0-26 38.10%),16 (0.38)
13,"Cox, Nik",21y 195d,29 (10-0-19 34.48%),10 (0.34),←,
33,"Davey, Alwyn",19y 153d,9 (4-0-5 44.44%),4 (0.44),←,
22,"Durham, Sam",22y 20d,45 (19-0-26 42.22%),10 (0.22),←,
35,"Guelfi, Matt",25y 349d,93 (44-1-48 47.85%),44 (0.47),←,
21,"Heppell, Dyson",31y 76d,231 (108-2-121 47.19%),67 (0.29),←,
19,"Hind, Nick",28y 344d,76 (32-0-44 42.11%),26 (0.34),55 (23-0-32 41.82%),9 (0.16)
8,"Hobbs, Ben",19y 316d,31 (11-0-20 35.48%),14 (0.45),←,
29,"Kelly, Jake",28y 189d,145 (61-1-83 42.41%),3 (0.02),35 (11-0-24 31.43%),2 (0.06)
4,"Langford, Kyle",26y 240d,126 (52-1-73 41.67%),117 (0.93),←,
15,"Laverde, Jayden",27y 108d,106 (46-0-60 43.40%),38 (0.36),←,
37,"Martin, Nic",22y 117d,40 (16-0-24 40.00%),33 (0.82),←,
1,"McGrath, Andrew",25y 57d,130 (61-1-68 47.31%),19 (0.15),←,
47,"Menzie, Jye",20y 274d,19 (10-0-9 52.63%),21 (1.11),←,
7,"Merrett, Zach",27y 299d,202 (86-2-114 43.07%),64 (0.32),←,
3,"Parish, Darcy",26y 4d,146 (57-1-88 39.38%),52 (0.36),←,
16,"Perkins, Archie",21y 125d,58 (24-0-34 41.38%),41 (0.71),←,
34,"Phillips, Andrew",32y 26d,78 (26-0-52 33.33%),27 (0.35),37 (20-0-17 54.05%),12 (0.32)
27,"Redman, Mason",25y 337d,99 (44-1-54 44.95%),17 (0.17),←,
11,"Snelling, Will",25y 357d,63 (30-1-32 48.41%),29 (0.46),62 (29-1-32 47.58%),28 (0.45)
20,"Wright, Peter",26y 324d,116 (32-0-84 27.59%),183 (1.58),50 (19-0-31 38.00%),98 (1.96)
30,"Zerk-Thatcher, Brandon",24y 338d,47 (22-1-24 47.87%),,←,
Totals,Totals,25y 4d,1953 (816-12-1125 41.78%),838 (0.43),,
C,"Scott, Brad",47y 87d,230 (115-0-115 50.00%),,19 (9-0-10 47.37%),
