Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",33y 34d,299 (158-2-139 53.18%),386 (1.29),107 (34-0-73 31.78%),124 (1.16)
27,"Ainsworth, Ben",19y 127d,4 (1-0-3 25.00%),3 (0.75),←,
20,"Barlow, Michael",29y 181d,138 (83-1-54 60.51%),91 (0.66),12 (5-0-7 41.67%),10 (0.83)
33,"Hall, Aaron",26y 220d,90 (32-1-57 36.11%),72 (0.80),←,
1,"Hanley, Pearce",28y 214d,134 (40-0-94 29.85%),58 (0.43),5 (2-0-3 40.00%),
38,"Joyce, Jesse",19y 304d,23 (8-0-15 34.78%),1 (0.04),←,
10,"Kolodjashnij, Kade",21y 312d,70 (21-1-48 30.71%),13 (0.19),←,
23,"Lemmens, Sean",22y 227d,61 (20-1-40 33.61%),14 (0.23),←,
21,"Leslie, Jack",22y 51d,16 (4-0-12 25.00%),,←,
7,"Lonergan, Jesse",22y 215d,49 (13-1-35 27.55%),5 (0.10),←,
19,"Lynch, Tom",24y 229d,114 (33-1-80 29.39%),217 (1.90),←,
25,"Lyons, Jarryd",24y 330d,67 (39-0-28 58.21%),39 (0.58),12 (5-0-7 41.67%),7 (0.58)
4,"Martin, Jack",22y 139d,56 (18-1-37 33.04%),46 (0.82),←,
32,"Matera, Brandon",25y 98d,101 (31-1-69 31.19%),124 (1.23),←,
17,"May, Steven",25y 158d,98 (33-1-64 34.18%),17 (0.17),←,
3,"Rosa, Matt",30y 206d,193 (95-1-97 49.48%),43 (0.22),25 (8-0-17 32.00%),4 (0.16)
42,"Saad, Adam",22y 329d,38 (12-1-25 32.89%),1 (0.03),←,
6,"Sexton, Alex",23y 196d,67 (20-0-47 29.85%),39 (0.58),←,
24,"Swallow, David",24y 210d,88 (27-0-61 30.68%),42 (0.48),←,
34,"Willis, Mackenzie",21y 314d,5 (1-0-4 20.00%),,←,
28,"Witts, Jarrod",24y 277d,52 (23-0-29 44.23%),19 (0.37),12 (5-0-7 41.67%),1 (0.08)
30,"Wright, Peter",20y 282d,32 (8-0-24 25.00%),43 (1.34),←,
Totals,Totals,24y 162d,1795 (720-13-1062 40.11%),1273 (0.71),,
C,"Eade, Rodney",59y 74d,370 (184-5-181 50.41%),,56 (15-1-40 27.68%),
