Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Bannister, Jordan",23y 188d,38 (16-1-21 43.42%),5 (0.13),24 (8-0-16 33.33%),5 (0.21)
40,"Bentick, Adam",20y 328d,20 (6-0-14 30.00%),4 (0.20),←,
19,"Betts, Eddie",19y 162d,25 (5-1-19 22.00%),23 (0.92),←,
44,"Carrazzo, Andrew",22y 143d,28 (7-1-20 26.79%),6 (0.21),←,
25,"Fevola, Brendan",25y 107d,107 (40-1-66 37.85%),263 (2.46),←,
14,"Fisher, Brad",22y 28d,42 (11-0-31 26.19%),49 (1.17),←,
11,"French, Barnaby",30y 163d,119 (50-2-67 42.86%),34 (0.29),57 (16-1-40 28.95%),14 (0.25)
33,"Houlihan, Ryan",24y 106d,120 (41-1-78 34.58%),82 (0.68),←,
5,"Kennedy, Josh",18y 255d,1 (0-0-1 0.00%),,←,
43,"Koutoufides, Anthony",33y 109d,255 (132-2-121 52.16%),212 (0.83),←,
12,"Lappin, Matthew",30y 79d,220 (93-2-125 42.73%),221 (1.00),165 (65-1-99 39.70%),195 (1.18)
10,"McLaren, Dylan",23y 364d,52 (32-0-20 61.54%),9 (0.17),6 (1-0-5 16.67%),3 (0.50)
3,"Murphy, Marc",18y 292d,6 (1-0-5 16.67%),2 (0.33),←,
9,"Saddington, Jason",26y 196d,146 (73-1-72 50.34%),42 (0.29),4 (0-0-4 0.00%),1 (0.25)
29,"Scotland, Heath",25y 290d,100 (38-0-62 38.00%),32 (0.32),47 (15-0-32 31.91%),20 (0.43)
6,"Simpson, Kade",22y 2d,27 (8-0-19 29.63%),13 (0.48),←,
24,"Stevens, Nick",26y 124d,175 (88-3-84 51.14%),105 (0.60),48 (14-1-33 30.21%),27 (0.56)
32,"Thornton, Bret",22y 173d,75 (19-0-56 25.33%),1 (0.01),←,
30,"Waite, Jarrad",23y 92d,54 (13-1-40 25.00%),62 (1.15),←,
1,"Walker, Andrew",19y 354d,39 (10-1-28 26.92%),10 (0.26),←,
8,"Whitnall, Lance",26y 257d,185 (83-1-101 45.14%),319 (1.72),←,
34,"Wiggins, Simon",23y 238d,64 (18-1-45 28.91%),15 (0.23),←,
Totals,Totals,24y 35d,1898 (784-19-1095 41.31%),1509 (0.80),,
C,"Pagan, Denis",58y 225d,312 (169-1-142 54.33%),,72 (19-1-52 27.08%),
