St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
28,"Ackland, Cain",23y 73d,22 (13-0-9 59.09%),7 (0.32),10 (5-0-5 50.00%),4 (0.40)
10,"Baker, Steven",25y 6d,100 (40-1-59 40.50%),22 (0.22),←,
14,"Ball, Luke",21y 3d,51 (31-0-20 60.78%),29 (0.57),←,
27,"Blake, Jason",24y 74d,64 (26-1-37 41.41%),13 (0.20),←,
16,"Clarke, Raphael",19y 246d,9 (5-0-4 55.56%),1 (0.11),←,
3,"Clarke, Xavier",21y 242d,62 (30-1-31 49.19%),30 (0.48),←,
26,"Dal Santo, Nick",21y 95d,61 (30-1-30 50.00%),26 (0.43),←,
25,"Fisher, Sam",22y 322d,17 (10-0-7 58.82%),2 (0.12),←,
9,"Gehrig, Fraser",29y 86d,200 (101-1-98 50.75%),364 (1.82),85 (38-0-47 44.71%),205 (2.41)
18,"Goddard, Brendon",20y 8d,52 (31-0-21 59.62%),14 (0.27),←,
15,"Gram, Jason",21y 31d,6 (3-0-3 50.00%),,4 (2-0-2 50.00%),
7,"Hayes, Lenny",25y 134d,126 (49-2-75 39.68%),47 (0.37),←,
8,"Hudghton, Max",28y 268d,163 (68-2-93 42.33%),14 (0.09),←,
5,"Jones, Austinn",28y 242d,213 (94-2-117 44.60%),124 (0.58),←,
31,"Maguire, Matt",20y 363d,55 (27-0-28 49.09%),10 (0.18),←,
30,"McGough, Mark",20y 340d,43 (20-0-23 46.51%),13 (0.30),6 (2-0-4 33.33%),1 (0.17)
44,"Milne, Stephen",25y 81d,83 (32-1-50 39.16%),176 (2.12),←,
1,"Peckett, Justin",32y 235d,224 (94-2-128 42.41%),42 (0.19),←,
17,"Powell, Stephen",28y 263d,118 (72-1-45 61.44%),91 (0.77),44 (26-0-18 59.09%),27 (0.61)
12,"Riewoldt, Nick",22y 223d,80 (35-1-44 44.38%),131 (1.64),←,
4,"Thompson, Andrew",32y 219d,181 (78-2-101 43.65%),90 (0.50),←,
13,"Voss, Brett",27y 95d,122 (55-2-65 45.90%),41 (0.34),87 (36-1-50 41.95%),30 (0.34)
Totals,Totals,24y 249d,2052 (944-20-1088 46.00%),1287 (0.63),,
C,"Thomas, Grant",47y 103d,86 (39-1-46 45.93%),,←,
