Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",30y 349d,264 (110-1-153 41.86%),174 (0.66),←,
42,"Collins, Andrew",20y 200d,8 (2-0-6 25.00%),8 (1.00),←,
9,"Cotchin, Trent",19y 59d,19 (10-0-9 52.63%),12 (0.63),←,
24,"Coughlan, Mark",27y 46d,89 (32-0-57 35.96%),38 (0.43),←,
32,"Cousins, Ben",30y 340d,243 (135-3-105 56.17%),207 (0.85),5 (1-0-4 20.00%),2 (0.40)
3,"Deledio, Brett",22y 48d,95 (37-2-56 40.00%),76 (0.80),←,
41,"Foley, Nathan",23y 270d,81 (27-2-52 34.57%),22 (0.27),←,
23,"Jackson, Daniel",23y 41d,58 (17-1-40 30.17%),15 (0.26),←,
16,"McGuane, Luke",22y 113d,43 (13-1-29 31.40%),2 (0.05),←,
13,"McMahon, Jordan",26y 9d,141 (57-4-80 41.84%),44 (0.31),27 (12-1-14 46.30%),7 (0.26)
40,"Moore, Kelvin",25y 72d,57 (15-1-41 27.19%),11 (0.19),←,
20,"Morton, Mitch",22y 128d,39 (17-1-21 44.87%),65 (1.67),27 (11-1-15 42.59%),54 (2.00)
17,"Newman, Chris",27y 18d,144 (47-2-95 33.33%),19 (0.13),←,
26,"Pattison, Adam",23y 92d,58 (23-2-33 41.38%),15 (0.26),←,
15,"Pettifer, Kayne",27y 134d,113 (41-1-71 36.73%),132 (1.17),←,
14,"Polo, Dean",22y 304d,41 (15-1-25 37.80%),9 (0.22),←,
18,"Rance, Alex",19y 239d,7 (1-0-6 14.29%),,←,
8,"Riewoldt, Jack",20y 217d,35 (13-1-21 38.57%),37 (1.06),←,
5,"Simmonds, Troy",30y 327d,188 (85-1-102 45.48%),131 (0.70),84 (33-1-50 39.88%),65 (0.77)
30,"Tambling, Richard",22y 266d,84 (34-2-48 41.67%),55 (0.65),←,
2,"Thursfield, Will",23y 47d,43 (14-2-27 34.88%),,←,
21,"Tuck, Shane",27y 163d,102 (37-2-63 37.25%),49 (0.48),←,
Totals,Totals,24y 175d,1952 (782-30-1140 40.06%),1121 (0.57),,
C,"Wallace, Terry",50y 174d,247 (116-4-127 47.77%),,99 (37-2-60 38.38%),
