Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
44,"Arnot, Matt",20y 257d,8 (5-0-3 62.50%),4 (0.50),←,
11,"Batchelor, Jake",22y 142d,44 (19-2-23 45.45%),2 (0.05),←,
25,"Chaplin, Troy",28y 132d,177 (75-1-101 42.66%),11 (0.06),37 (20-0-17 54.05%),1 (0.03)
30,"Conca, Reece",21y 327d,65 (31-1-33 48.46%),19 (0.29),←,
9,"Cotchin, Trent",24y 89d,123 (55-2-66 45.53%),74 (0.60),←,
7,"Dea, Matt",22y 265d,31 (13-1-17 43.55%),1 (0.03),←,
3,"Deledio, Brett",27y 78d,206 (83-5-118 41.50%),133 (0.65),←,
10,"Edwards, Shane",25y 253d,144 (54-5-85 39.24%),95 (0.66),←,
5,"Ellis, Brandon",20y 336d,57 (28-1-28 50.00%),23 (0.40),←,
41,"Foley, Nathan",28y 300d,146 (57-3-86 40.07%),42 (0.29),←,
2,"Grimes, Dylan",22y 354d,37 (16-0-21 43.24%),1 (0.03),←,
14,"Houli, Bachar",26y 54d,106 (47-3-56 45.75%),25 (0.24),80 (37-2-41 47.50%),16 (0.20)
23,"Jackson, Daniel",28y 71d,155 (58-4-93 38.71%),60 (0.39),←,
20,"Maric, Ivan",28y 182d,124 (68-1-55 55.24%),47 (0.38),47 (25-1-21 54.26%),19 (0.40)
4,"Martin, Dustin",23y 9d,101 (43-2-56 43.56%),108 (1.07),←,
26,"Miles, Anthony",22y 127d,15 (3-0-12 20.00%),4 (0.27),5 (2-0-3 40.00%),3 (0.60)
1,"Newman, Chris",32y 48d,243 (87-5-151 36.83%),44 (0.18),←,
45,"OHanlon, Brett",20y 353d,9 (4-1-4 50.00%),2 (0.22),←,
13,"Petterd, Ricky",25y 346d,76 (24-1-51 32.24%),66 (0.87),22 (10-0-12 45.45%),11 (0.50)
18,"Rance, Alex",24y 269d,99 (38-2-59 39.39%),8 (0.08),←,
8,"Riewoldt, Jack",25y 247d,149 (59-4-86 40.94%),361 (2.42),←,
29,"Vickery, Ty",24y 35d,85 (36-2-47 43.53%),97 (1.14),←,
Totals,Totals,24y 327d,2200 (903-46-1251 41.05%),1227 (0.56),,
C,"Hardwick, Damien",41y 321d,104 (44-2-58 43.27%),,←,
