Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
19,"Betts, Eddie",33y 229d,321 (156-3-162 49.07%),609 (1.90),189 (78-3-108 42.06%),299 (1.58)
41,"Casboult, Levi",30y 119d,130 (40-1-89 31.15%),141 (1.08),←,
9,"Cripps, Patrick",25y 116d,107 (27-1-79 25.70%),51 (0.48),←,
28,"Cuningham, David",23y 104d,31 (7-0-24 22.58%),17 (0.55),←,
35,"Curnow, Ed",30y 248d,171 (63-2-106 37.43%),37 (0.22),←,
15,"Docherty, Sam",26y 269d,98 (31-1-66 32.14%),14 (0.14),85 (25-1-59 30.00%),13 (0.15)
40,"Gibbons, Michael",25y 58d,27 (10-0-17 37.04%),21 (0.78),←,
14,"Jones, Liam",29y 139d,131 (45-0-86 34.35%),84 (0.64),65 (18-0-47 27.69%),16 (0.25)
7,"Kennedy, Matthew",23y 97d,42 (18-2-22 45.24%),21 (0.50),23 (7-0-16 30.43%),14 (0.61)
21,"Martin, Jack",25y 165d,103 (28-1-74 27.67%),89 (0.86),6 (3-0-3 50.00%),8 (1.33)
11,"McGovern, Mitch",25y 275d,70 (41-1-28 59.29%),97 (1.39),22 (7-0-15 31.82%),30 (1.36)
10,"McKay, Harry",22y 201d,39 (10-0-29 25.64%),54 (1.38),←,
3,"Murphy, Marc",32y 359d,274 (108-1-165 39.60%),187 (0.68),←,
32,"Newnes, Jack",27y 139d,161 (58-2-101 36.65%),58 (0.36),6 (3-0-3 50.00%),3 (0.50)
5,"Petrevski-Seton, Sam",22y 144d,70 (17-0-53 24.29%),19 (0.27),←,
27,"Pittonet, Marc",24y 39d,12 (8-0-4 66.67%),,5 (3-0-2 60.00%),
20,"Plowman, Lachie",25y 305d,100 (28-0-72 28.00%),1 (0.01),80 (24-0-56 30.00%),
43,"Setterfield, Will",22y 158d,26 (10-0-16 38.46%),8 (0.31),24 (9-0-15 37.50%),8 (0.33)
6,"Simpson, Kade",36y 68d,331 (120-3-208 36.71%),138 (0.42),←,
18,"Walsh, Sam",20y 10d,28 (10-0-18 35.71%),6 (0.21),←,
23,"Weitering, Jacob",22y 232d,82 (20-0-62 24.39%),10 (0.12),←,
31,"Williamson, Tom",21y 213d,21 (9-0-12 42.86%),1 (0.05),←,
Totals,Totals,26y 85d,2375 (864-18-1493 36.38%),1663 (0.70),,
C,"Teague, David",39y 68d,17 (9-0-8 52.94%),,←,
