Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",25y 197d,73 (38-0-35 52.05%),17 (0.23),←,
19,"Betts, Eddie",25y 223d,158 (63-3-92 40.82%),247 (1.56),←,
44,"Carrazzo, Andrew",28y 204d,147 (59-3-85 41.16%),42 (0.29),←,
16,"Collins, Andrew",23y 232d,32 (10-1-21 32.81%),26 (0.81),7 (2-1-4 35.71%),3 (0.43)
35,"Curnow, Ed",22y 242d,22 (15-1-6 70.45%),3 (0.14),←,
34,"Duigan, Nick",27y 303d,32 (18-1-13 57.81%),4 (0.13),←,
38,"Garlett, Jeff",22y 338d,68 (39-1-28 58.09%),114 (1.68),←,
4,"Gibbs, Bryce",23y 113d,126 (59-1-66 47.22%),65 (0.52),←,
22,"Hampson, Shaun",24y 107d,57 (31-1-25 55.26%),29 (0.51),←,
40,"Jamison, Michael",26y 25d,83 (39-1-43 47.59%),1 (0.01),←,
45,"Joseph, Aaron",23y 2d,65 (34-0-31 52.31%),9 (0.14),←,
5,"Judd, Chris",28y 302d,235 (137-3-95 58.94%),201 (0.86),101 (53-1-47 52.97%),63 (0.62)
8,"Kreuzer, Matthew",23y 54d,81 (44-0-37 54.32%),46 (0.57),←,
26,"McInnes, Andrew",20y 108d,1 (1-0-0 100.00%),,←,
14,"McLean, Brock",26y 117d,111 (45-1-65 40.99%),44 (0.40),17 (8-0-9 47.06%),5 (0.29)
12,"Robinson, Mitch",23y 29d,63 (36-1-26 57.94%),39 (0.62),←,
29,"Scotland, Heath",31y 351d,236 (97-2-137 41.53%),74 (0.31),183 (74-2-107 40.98%),62 (0.34)
6,"Simpson, Kade",28y 62d,171 (70-2-99 41.52%),108 (0.63),←,
42,"Tuohy, Zach",22y 209d,25 (15-0-10 60.00%),8 (0.32),←,
1,"Walker, Andrew",26y 49d,137 (49-3-85 36.86%),105 (0.77),←,
10,"Watson, Matthew",19y 356d,8 (2-0-6 25.00%),,←,
13,"Yarran, Chris",21y 200d,55 (27-1-27 50.00%),37 (0.67),←,
Totals,Totals,24y 290d,1986 (928-26-1032 46.73%),1219 (0.61),,
C,"Ratten, Brett",40y 361d,112 (56-1-55 50.45%),,←,
