Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
19,"Betts, Eddie",34y 254d,348 (166-3-179 48.13%),638 (1.83),216 (88-3-125 41.44%),328 (1.52)
9,"Cripps, Patrick",26y 142d,137 (38-1-98 28.10%),67 (0.49),←,
30,"Curnow, Charlie",24y 185d,60 (11-0-49 18.33%),79 (1.32),←,
35,"Curnow, Ed",31y 273d,202 (75-2-125 37.62%),46 (0.23),←,
12,"De Koning, Tom",22y 22d,20 (8-0-12 40.00%),8 (0.40),←,
2,"Dow, Paddy",21y 295d,57 (15-0-42 26.32%),19 (0.33),←,
25,"Fisher, Zac",23y 53d,71 (16-0-55 22.54%),30 (0.42),←,
36,"Honey, Josh",19y 294d,4 (3-0-1 75.00%),4 (1.00),←,
14,"Jones, Liam",30y 164d,161 (57-0-104 35.40%),84 (0.52),95 (30-0-65 31.58%),16 (0.17)
7,"Kennedy, Matthew",24y 123d,59 (25-2-32 44.07%),28 (0.47),40 (14-0-26 35.00%),21 (0.52)
21,"Martin, Jack",26y 190d,123 (35-1-87 28.86%),101 (0.82),26 (10-0-16 38.46%),20 (0.77)
10,"McKay, Harry",23y 226d,67 (21-0-46 31.34%),129 (1.93),←,
3,"Murphy, Marc",34y 19d,299 (117-1-181 39.30%),197 (0.66),←,
24,"Newman, Nic",28y 204d,65 (32-0-33 49.23%),14 (0.22),34 (12-0-22 35.29%),6 (0.18)
32,"Newnes, Jack",28y 164d,189 (69-2-118 37.04%),72 (0.38),34 (14-0-20 41.18%),17 (0.50)
4,"OBrien, Lochie",21y 323d,39 (10-0-29 25.64%),11 (0.28),←,
20,"Plowman, Lachie",26y 330d,127 (40-0-87 31.50%),2 (0.02),107 (36-0-71 33.64%),1 (0.01)
42,"Saad, Adam",27y 15d,129 (51-2-76 40.31%),10 (0.08),20 (8-0-12 40.00%),2 (0.10)
1,"Silvagni, Jack",23y 233d,78 (22-0-56 28.21%),56 (0.72),←,
13,"Stocker, Liam",21y 196d,20 (6-0-14 30.00%),2 (0.10),←,
18,"Walsh, Sam",21y 36d,59 (22-0-37 37.29%),26 (0.44),←,
23,"Weitering, Jacob",23y 257d,113 (32-0-81 28.32%),10 (0.09),←,
31,"Williamson, Tom",22y 238d,41 (16-0-25 39.02%),4 (0.10),←,
Totals,Totals,25y 216d,2468 (887-14-1567 35.94%),1637 (0.66),,
C,"Teague, David",40y 94d,48 (21-0-27 43.75%),,←,
