Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",26y 78d,124 (39-1-84 31.85%),104 (0.84),←,
15,"Anderson, Noah",23y 71d,88 (32-1-55 36.93%),35 (0.40),←,
31,"Andrew, Mac",20y 146d,25 (10-0-15 40.00%),,←,
2,"Atkins, Rory",29y 291d,137 (75-1-61 55.11%),52 (0.38),36 (13-0-23 36.11%),5 (0.14)
10,"Ballard, Charlie",24y 280d,117 (37-1-79 32.05%),2 (0.02),←,
16,"Berry, Tom",22y 363d,33 (22-0-11 66.67%),5 (0.15),13 (7-0-6 53.85%),2 (0.15)
33,"Clohesy, Sam",21y 138d,4 (2-0-2 50.00%),4 (1.00),←,
25,"Collins, Sam",29y 318d,111 (41-1-69 37.39%),,97 (38-1-58 39.69%),
12,"Day, Sam",31y 235d,151 (44-2-105 29.80%),108 (0.72),←,
8,"Fiorini, Brayden",26y 250d,100 (29-1-70 29.50%),32 (0.32),←,
3,"Flanders, Sam",22y 279d,51 (17-1-33 34.31%),15 (0.29),←,
26,"Graham, Will",18y 276d,4 (2-0-2 50.00%),1 (0.25),←,
7,"Holman, Nick",28y 335d,117 (39-0-78 33.33%),66 (0.56),108 (38-0-70 35.19%),66 (0.61)
19,"Humphrey, Bailey",19y 230d,25 (12-0-13 48.00%),14 (0.56),←,
34,"King, Ben",23y 296d,80 (25-1-54 31.88%),148 (1.85),←,
13,"Lukosius, Jack",23y 263d,102 (34-1-67 33.82%),60 (0.59),←,
11,"Miller, Touk",28y 66d,180 (50-2-128 28.33%),52 (0.29),←,
27,"Powell, Wil",24y 246d,94 (36-1-57 38.83%),13 (0.14),←,
29,"Rogers, Jake",19y 57d,2 (1-0-1 50.00%),1 (0.50),←,
18,"Rowell, Matt",22y 302d,69 (29-0-40 42.03%),22 (0.32),←,
24,"Swallow, David",31y 161d,227 (68-1-158 30.18%),104 (0.46),←,
17,"Walter, Jed",18y 325d,5 (2-0-3 40.00%),6 (1.20),←,
28,"Witts, Jarrod",31y 228d,171 (60-1-110 35.38%),34 (0.20),131 (42-1-88 32.44%),16 (0.12)
Totals,Totals,24y 307d,2017 (706-16-1295 35.00%),878 (0.44),,
C,"Hardwick, Damien",51y 254d,314 (174-6-134 56.37%),,7 (4-0-3 57.14%),
