Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",23y 201d,38 (18-0-20 47.37%),2 (0.05),←,
19,"Betts, Eddie",23y 227d,112 (38-2-72 34.82%),156 (1.39),←,
18,"Bower, Paul",22y 183d,49 (17-0-32 34.69%),2 (0.04),←,
44,"Carrazzo, Andrew",26y 208d,114 (40-2-72 35.96%),34 (0.30),←,
38,"Garlett, Jeff",20y 342d,22 (14-0-8 63.64%),32 (1.45),←,
4,"Gibbs, Bryce",21y 118d,81 (34-0-47 41.98%),40 (0.49),←,
22,"Hampson, Shaun",22y 112d,29 (14-0-15 48.28%),5 (0.17),←,
23,"Henderson, Lachie",20y 209d,26 (13-0-13 50.00%),17 (0.65),11 (5-0-6 45.45%),14 (1.27)
33,"Houlihan, Ryan",28y 171d,195 (67-2-126 34.87%),127 (0.65),←,
39,"Jacobs, Sam",22y 92d,14 (7-0-7 50.00%),3 (0.21),←,
40,"Jamison, Michael",24y 30d,49 (23-0-26 46.94%),,←,
45,"Joseph, Aaron",21y 7d,38 (21-0-17 55.26%),4 (0.11),←,
5,"Judd, Chris",26y 306d,190 (113-2-75 60.00%),174 (0.92),56 (29-0-27 51.79%),36 (0.64)
3,"Murphy, Marc",22y 357d,94 (37-0-57 39.36%),74 (0.79),←,
17,"OhAilpin, Setanta",27y 115d,72 (28-1-43 39.58%),56 (0.78),←,
12,"Robinson, Mitch",21y 34d,20 (12-0-8 60.00%),13 (0.65),←,
2,"Russell, Jordan",23y 247d,85 (34-1-50 40.59%),14 (0.16),←,
29,"Scotland, Heath",29y 355d,191 (72-1-118 37.96%),63 (0.33),138 (49-1-88 35.87%),51 (0.37)
6,"Simpson, Kade",26y 67d,125 (45-1-79 36.40%),73 (0.58),←,
32,"Thornton, Bret",26y 238d,161 (52-1-108 32.61%),8 (0.05),←,
1,"Walker, Andrew",24y 54d,98 (29-2-67 30.61%),32 (0.33),←,
13,"Yarran, Chris",19y 204d,18 (8-0-10 44.44%),20 (1.11),←,
Totals,Totals,23y 326d,1821 (736-15-1070 40.42%),949 (0.52),,
C,"Ratten, Brett",39y,66 (31-0-35 46.97%),,←,
