Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",26y 147d,133 (43-1-89 32.71%),113 (0.85),←,
15,"Anderson, Noah",23y 140d,97 (36-1-60 37.63%),39 (0.40),←,
31,"Andrew, Mac",20y 215d,34 (14-0-20 41.18%),1 (0.03),←,
10,"Ballard, Charlie",24y 349d,126 (41-1-84 32.94%),2 (0.02),←,
16,"Berry, Tom",23y 66d,42 (26-0-16 61.90%),6 (0.14),22 (11-0-11 50.00%),3 (0.14)
33,"Clohesy, Sam",21y 207d,13 (6-0-7 46.15%),6 (0.46),←,
25,"Collins, Sam",30y 21d,120 (45-1-74 37.92%),,106 (42-1-63 40.09%),
12,"Day, Sam",31y 304d,155 (46-2-107 30.32%),117 (0.75),←,
3,"Flanders, Sam",22y 348d,59 (21-1-37 36.44%),17 (0.29),←,
26,"Graham, Will",18y 345d,10 (4-0-6 40.00%),4 (0.40),←,
7,"Holman, Nick",29y 38d,124 (42-0-82 33.87%),69 (0.56),115 (41-0-74 35.65%),69 (0.60)
19,"Humphrey, Bailey",19y 299d,33 (16-0-17 48.48%),21 (0.64),←,
40,"Jeffrey, Joel",22y 116d,24 (12-0-12 50.00%),16 (0.67),←,
34,"King, Ben",23y 365d,88 (29-1-58 33.52%),172 (1.95),←,
22,"Long, Ben",26y 320d,104 (43-1-60 41.83%),48 (0.46),25 (11-0-14 44.00%),17 (0.68)
13,"Lukosius, Jack",23y 332d,111 (38-1-72 34.68%),73 (0.66),←,
11,"Miller, Touk",28y 135d,189 (54-2-133 29.10%),55 (0.29),←,
49,"Moyle, Ned",22y 142d,7 (2-0-5 28.57%),1 (0.14),←,
27,"Powell, Wil",24y 315d,98 (37-1-60 38.27%),14 (0.14),←,
18,"Rowell, Matt",23y 5d,78 (33-0-45 42.31%),24 (0.31),←,
6,"Sexton, Alex",30y 216d,177 (50-0-127 28.25%),163 (0.92),←,
24,"Swallow, David",31y 230d,235 (71-1-163 30.43%),109 (0.46),←,
32,"Uwland, Bodhi",20y 347d,17 (8-0-9 47.06%),,←,
Totals,Totals,24y 313d,2074 (717-14-1343 34.57%),1070 (0.52),,
C,"Hardwick, Damien",51y 323d,323 (178-6-139 56.04%),,16 (8-0-8 50.00%),
