Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
9,"Cripps, Patrick",23y 69d,69 (17-1-51 25.36%),26 (0.38),←,
28,"Cuningham, David",21y 57d,15 (3-0-12 20.00%),7 (0.47),←,
30,"Curnow, Charlie",21y 112d,35 (7-0-28 20.00%),39 (1.11),←,
35,"Curnow, Ed",28y 200d,131 (52-2-77 40.46%),26 (0.20),←,
2,"Dow, Paddy",18y 222d,10 (1-0-9 10.00%),1 (0.10),←,
25,"Fisher, Zac",19y 345d,27 (5-0-22 18.52%),11 (0.41),←,
14,"Jones, Liam",27y 91d,105 (37-0-68 35.24%),84 (0.80),39 (10-0-29 25.64%),16 (0.41)
36,"Kerr, Pat",19y 299d,2 (0-0-2 0.00%),1 (0.50),←,
11,"Kerridge, Sam",25y 30d,65 (23-0-42 35.38%),33 (0.51),38 (10-0-28 26.32%),10 (0.26)
8,"Kreuzer, Matthew",29y 13d,168 (72-0-96 42.86%),86 (0.51),←,
13,"Lamb, Jed",25y 219d,55 (19-0-36 34.55%),41 (0.75),33 (10-0-23 30.30%),24 (0.73)
16,"Lang, Darcy",22y 186d,47 (27-1-19 58.51%),33 (0.70),3 (1-0-2 33.33%),2 (0.67)
10,"McKay, Harry",20y 153d,8 (1-0-7 12.50%),15 (1.88),←,
4,"OBrien, Lochie",18y 250d,7 (1-0-6 14.29%),,←,
24,"OShea, Cameron",26y 74d,89 (37-0-52 41.57%),7 (0.08),8 (1-0-7 12.50%),
5,"Petrevski-Seton, Sam",20y 96d,30 (6-0-24 20.00%),13 (0.43),←,
20,"Plowman, Lachie",23y 257d,70 (18-0-52 25.71%),1 (0.01),50 (14-0-36 28.00%),
17,"Rowe, Sam",30y 188d,88 (27-1-60 31.25%),16 (0.18),←,
6,"Simpson, Kade",34y 21d,296 (109-3-184 37.33%),131 (0.44),←,
39,"Thomas, Dale",30y 339d,228 (123-2-103 54.39%),150 (0.66),71 (20-0-51 28.17%),29 (0.41)
23,"Weitering, Jacob",20y 184d,47 (11-0-36 23.40%),10 (0.21),←,
46,"Wright, Matthew",28y 163d,148 (63-0-85 42.57%),126 (0.85),54 (14-0-40 25.93%),63 (1.17)
Totals,Totals,24y 129d,1740 (659-10-1071 37.87%),857 (0.49),,
C,"Bolton, Brendon",39y 38d,59 (19-0-40 32.20%),,54 (14-0-40 25.93%),
