Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
19,"Betts, Eddie",33y 214d,319 (155-3-161 49.06%),604 (1.89),187 (77-3-107 41.98%),294 (1.57)
41,"Casboult, Levi",30y 104d,128 (39-1-88 30.86%),140 (1.09),←,
9,"Cripps, Patrick",25y 101d,105 (26-1-78 25.24%),50 (0.48),←,
28,"Cuningham, David",23y 89d,29 (6-0-23 20.69%),17 (0.59),←,
35,"Curnow, Ed",30y 233d,169 (62-2-105 37.28%),36 (0.21),←,
15,"Docherty, Sam",26y 254d,96 (30-1-65 31.77%),14 (0.15),83 (24-1-58 29.52%),13 (0.16)
40,"Gibbons, Michael",25y 43d,25 (9-0-16 36.00%),18 (0.72),←,
14,"Jones, Liam",29y 124d,129 (44-0-85 34.11%),84 (0.65),63 (17-0-46 26.98%),16 (0.25)
21,"Martin, Jack",25y 150d,101 (27-1-73 27.23%),86 (0.85),4 (2-0-2 50.00%),5 (1.25)
11,"McGovern, Mitch",25y 260d,68 (40-1-27 59.56%),95 (1.40),20 (6-0-14 30.00%),28 (1.40)
3,"Murphy, Marc",32y 344d,272 (107-1-164 39.52%),187 (0.69),←,
32,"Newnes, Jack",27y 124d,159 (57-2-100 36.48%),56 (0.35),4 (2-0-2 50.00%),1 (0.25)
5,"Petrevski-Seton, Sam",22y 129d,68 (16-0-52 23.53%),19 (0.28),←,
34,"Philp, Sam",18y 328d,1 (1-0-0 100.00%),,←,
27,"Pittonet, Marc",24y 24d,10 (7-0-3 70.00%),,3 (2-0-1 66.67%),
20,"Plowman, Lachie",25y 290d,98 (27-0-71 27.55%),1 (0.01),78 (23-0-55 29.49%),
43,"Setterfield, Will",22y 143d,24 (9-0-15 37.50%),6 (0.25),22 (8-0-14 36.36%),6 (0.27)
1,"Silvagni, Jack",22y 193d,63 (15-0-48 23.81%),47 (0.75),←,
6,"Simpson, Kade",36y 53d,329 (119-3-207 36.63%),138 (0.42),←,
18,"Walsh, Sam",19y 361d,26 (9-0-17 34.62%),6 (0.23),←,
23,"Weitering, Jacob",22y 217d,80 (19-0-61 23.75%),10 (0.13),←,
31,"Williamson, Tom",21y 198d,19 (8-0-11 42.11%),1 (0.05),←,
Totals,Totals,25y 363d,2318 (832-16-1470 35.89%),1615 (0.70),,
C,"Teague, David",39y 53d,15 (8-0-7 53.33%),,←,
