Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",24y 44d,76 (18-1-57 24.34%),54 (0.71),←,
15,"Anderson, Noah",21y 37d,39 (11-1-27 29.49%),6 (0.15),←,
2,"Atkins, Rory",27y 257d,110 (64-1-45 58.64%),49 (0.45),9 (2-0-7 22.22%),2 (0.22)
10,"Ballard, Charlie",22y 246d,71 (17-1-53 24.65%),1 (0.01),←,
30,"Casboult, Levi",32y 11d,156 (49-1-106 31.73%),160 (1.03),2 (1-0-1 50.00%),4 (2.00)
1,"Chol, Mabior",25y 56d,33 (20-1-12 62.12%),27 (0.82),2 (1-0-1 50.00%),3 (1.50)
25,"Collins, Sam",27y 284d,61 (19-1-41 31.97%),,47 (16-1-30 35.11%),
5,"Davies, Alex",20y 8d,3 (1-0-2 33.33%),2 (0.67),←,
4,"Ellis, Brandon",28y 235d,212 (121-2-89 57.55%),68 (0.32),36 (12-1-23 34.72%),10 (0.28)
8,"Fiorini, Brayden",24y 216d,64 (14-1-49 22.66%),21 (0.33),←,
26,"Flanders, Sam",20y 245d,22 (6-1-15 29.55%),6 (0.27),←,
46,"Graham, Caleb",21y 195d,24 (4-0-20 16.67%),,←,
7,"Holman, Nick",26y 301d,73 (19-0-54 26.03%),34 (0.47),64 (18-0-46 28.13%),34 (0.53)
23,"Lemmens, Sean",27y 144d,116 (31-2-83 27.59%),25 (0.22),←,
13,"Lukosius, Jack",21y 229d,62 (16-1-45 26.61%),12 (0.19),←,
44,"Macpherson, Darcy",24y 148d,64 (15-0-49 23.44%),26 (0.41),←,
11,"Miller, Touk",26y 32d,140 (33-2-105 24.29%),40 (0.29),←,
27,"Powell, Wil",22y 212d,59 (17-1-41 29.66%),12 (0.20),←,
18,"Rowell, Matt",20y 268d,19 (7-0-12 36.84%),8 (0.42),←,
6,"Sexton, Alex",28y 113d,156 (41-0-115 26.28%),150 (0.96),←,
20,"Sharp, Jeremy",20y 225d,13 (4-0-9 30.77%),4 (0.31),←,
24,"Swallow, David",29y 127d,177 (46-1-130 26.27%),78 (0.44),←,
28,"Witts, Jarrod",29y 194d,124 (38-1-85 31.05%),26 (0.21),84 (20-1-63 24.40%),8 (0.10)
Totals,Totals,24y 341d,1874 (611-19-1244 32.60%),809 (0.43),,
C,"Dew, Stuart",42y 220d,85 (20-1-64 24.12%),,←,
