Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",22y 257d,26 (13-0-13 50.00%),2 (0.08),←,
19,"Betts, Eddie",22y 283d,97 (30-2-65 31.96%),123 (1.27),←,
18,"Bower, Paul",21y 239d,45 (16-0-29 35.56%),2 (0.04),←,
44,"Carrazzo, Andrew",25y 264d,99 (32-2-65 33.33%),32 (0.32),←,
28,"Cloke, Cameron",24y 259d,57 (25-0-32 43.86%),36 (0.63),36 (16-0-20 44.44%),25 (0.69)
25,"Fevola, Brendan",28y 228d,187 (69-2-116 37.43%),575 (3.07),←,
38,"Garlett, Jeff",20y 33d,10 (7-0-3 70.00%),12 (1.20),←,
4,"Gibbs, Bryce",20y 174d,66 (26-0-40 39.39%),34 (0.52),←,
16,"Grigg, Shaun",21y 139d,35 (14-0-21 40.00%),7 (0.20),←,
22,"Hampson, Shaun",21y 168d,27 (13-0-14 48.15%),5 (0.19),←,
33,"Houlihan, Ryan",27y 227d,182 (60-2-120 33.52%),112 (0.62),←,
45,"Joseph, Aaron",20y 63d,23 (13-0-10 56.52%),3 (0.13),←,
5,"Judd, Chris",25y 362d,178 (106-2-70 60.11%),165 (0.93),44 (22-0-22 50.00%),27 (0.61)
8,"Kreuzer, Matthew",20y 115d,43 (23-0-20 53.49%),26 (0.60),←,
3,"Murphy, Marc",22y 48d,80 (29-0-51 36.25%),63 (0.79),←,
2,"Russell, Jordan",22y 303d,70 (26-1-43 37.86%),14 (0.20),←,
29,"Scotland, Heath",29y 46d,176 (64-1-111 36.65%),57 (0.32),123 (41-1-81 33.74%),45 (0.37)
6,"Simpson, Kade",25y 123d,110 (37-1-72 34.09%),62 (0.56),←,
24,"Stevens, Nick",29y 245d,231 (110-4-117 48.48%),139 (0.60),104 (36-2-66 35.58%),61 (0.59)
32,"Thornton, Bret",25y 294d,149 (46-1-102 31.21%),4 (0.03),←,
1,"Walker, Andrew",23y 110d,87 (23-2-62 27.59%),32 (0.37),←,
34,"Wiggins, Simon",26y 359d,116 (37-1-78 32.33%),36 (0.31),←,
Totals,Totals,24y 15d,2094 (819-21-1254 39.11%),1541 (0.74),,
C,"Ratten, Brett",38y 56d,51 (23-0-28 45.10%),,←,
