Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",29y 107d,151 (61-1-89 40.73%),114 (0.75),96 (54-0-42 56.25%),101 (1.05)
10,"Bateman, Chance",22y 350d,34 (16-0-18 47.06%),9 (0.26),←,
20,"Beaumont, Simon",28y 175d,163 (74-0-89 45.40%),92 (0.56),11 (2-0-9 18.18%),3 (0.27)
30,"Brown, Campbell",20y 282d,33 (12-0-21 36.36%),23 (0.70),←,
39,"Campbell, Robert",22y 3d,26 (12-0-14 46.15%),,←,
24,"Croad, Trent",24y 88d,132 (66-1-65 50.38%),145 (1.10),94 (46-1-47 49.47%),85 (0.90)
19,"Dixon, Ben",26y 357d,139 (73-1-65 52.88%),190 (1.37),←,
1,"Everitt, Peter",30y 33d,205 (82-2-121 40.49%),333 (1.62),25 (9-0-16 36.00%),33 (1.32)
15,"Hodge, Luke",19y 356d,35 (18-0-17 51.43%),23 (0.66),←,
2,"Holland, Nick",29y 312d,170 (78-2-90 46.47%),233 (1.37),←,
8,"Jacobs, Danny",23y 346d,89 (56-1-32 63.48%),26 (0.29),8 (2-0-6 25.00%),3 (0.38)
18,"Ladson, Rick",20y 108d,10 (4-0-6 40.00%),8 (0.80),←,
37,"Lekkas, Angelo",27y 342d,160 (71-1-88 44.69%),102 (0.64),←,
12,"Lonie, Nathan",21y 93d,44 (17-0-27 38.64%),20 (0.45),←,
5,"Mitchell, Sam",21y 237d,41 (19-0-22 46.34%),8 (0.20),←,
40,"Osborne, Michael",21y 312d,31 (11-0-20 35.48%),5 (0.16),←,
13,"Picioane, Lance",23y 364d,57 (28-0-29 49.12%),23 (0.40),53 (27-0-26 50.94%),21 (0.40)
16,"Ries, Nick",21y 327d,49 (23-0-26 46.94%),14 (0.29),←,
11,"Smith, Joel",27y 33d,154 (76-1-77 49.68%),79 (0.51),96 (47-1-48 49.48%),28 (0.29)
23,"Thompson, Nathan",26y 112d,109 (54-1-54 50.00%),170 (1.56),←,
21,"Vandenberg, Richard",27y 143d,94 (43-1-50 46.28%),44 (0.47),←,
6,"Williams, Mark",21y 53d,22 (8-0-14 36.36%),29 (1.32),←,
Totals,Totals,24y 189d,1948 (902-12-1034 46.30%),1690 (0.87),,
C,"Schwab, Peter",43y 257d,103 (52-0-51 50.49%),,←,
