Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
20,"Akermanis, Jason",19y 119d,26 (14-1-11 55.77%),24 (0.92),←,
10,"Ashcroft, Marcus",24y 271d,139 (44-2-93 32.37%),79 (0.57),←,
17,"Bartlett, Trent",19y 209d,19 (12-1-6 65.79%),1 (0.05),←,
25,"Bews, Andrew",31y 339d,256 (133-2-121 52.34%),134 (0.52),49 (23-1-25 47.96%),2 (0.04)
1,"Champion, Richard",28y 69d,106 (35-2-69 33.96%),34 (0.32),←,
16,"Clarke, Matthew",22y 278d,56 (27-1-28 49.11%),6 (0.11),←,
12,"Clarke, Troy",27y 14d,67 (18-1-48 27.61%),31 (0.46),←,
6,"Fletcher, Adrian",26y 256d,118 (54-1-63 46.19%),64 (0.54),73 (29-1-43 40.41%),44 (0.60)
8,"Gowers, Andrew",27y 72d,116 (71-1-44 61.64%),56 (0.48),27 (12-1-14 46.30%),2 (0.07)
27,"Keating, Clark",20y 95d,6 (4-1-1 75.00%),2 (0.33),←,
41,"Kennedy, Matthew",26y 139d,101 (31-1-69 31.19%),25 (0.25),←,
44,"Lappin, Nigel",20y 1d,48 (23-1-24 48.96%),35 (0.73),←,
11,"Lynch, Alastair",28y 3d,143 (56-0-87 39.16%),240 (1.68),23 (12-0-11 52.17%),67 (2.91)
2,"McAdam, Gilbert",29y 84d,101 (54-2-45 54.46%),83 (0.82),48 (24-1-23 51.04%),35 (0.73)
7,"McIvor, Scott",29y 318d,188 (68-1-119 36.44%),90 (0.48),133 (42-1-90 31.95%),75 (0.56)
4,"McRae, Craig",22y 274d,30 (15-0-15 50.00%),41 (1.37),←,
24,"Merrett, Roger",36y 64d,303 (144-4-155 48.18%),423 (1.40),154 (47-2-105 31.17%),275 (1.79)
28,"Robbins, Ben",19y 178d,1 (1-0-0 100.00%),1 (1.00),←,
22,"Scott, Chris",20y 50d,45 (21-1-23 47.78%),20 (0.44),←,
3,"Voss, Michael",20y 351d,67 (29-1-37 44.03%),59 (0.88),←,
33,"White, Darryl",23y 10d,79 (31-2-46 40.51%),88 (1.11),←,
Totals,Totals,24y 343d,2015 (885-26-1104 43.92%),1536 (0.76),,
C,"Northey, John",52y 359d,268 (136-3-129 51.31%),,12 (8-1-3 70.83%),
