North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
25,"Curtis, Paul",22y 102d,69 (9-0-60 13.04%),81 (1.17),←,
5,"Daniel, Caleb",28y 342d,205 (108-1-96 52.93%),49 (0.24),13 (3-1-9 26.92%),
28,"Darling, Jack",33y 1d,311 (160-2-149 51.77%),544 (1.75),13 (3-1-9 26.92%),12 (0.92)
9,"Davies-Uniacke, Luke",26y 6d,121 (24-2-95 20.66%),46 (0.38),←,
42,"Dawson, Kallan",26y 327d,19 (3-0-16 15.79%),1 (0.05),←,
16,"Fisher, Zac",26y 364d,130 (37-1-92 28.85%),54 (0.42),23 (2-0-21 8.70%),1 (0.04)
46,"Hansen, Robert",21y 93d,14 (3-0-11 21.43%),4 (0.29),←,
17,"Hardeman, Riley",20y 107d,12 (2-1-9 20.83%),,←,
41,"Konstanty, Jacob",20y 217d,13 (3-1-9 26.92%),9 (0.69),←,
20,"Larkey, Nick",27y 8d,130 (26-2-102 20.77%),264 (2.03),←,
19,"Logue, Griffin",27y 62d,87 (31-1-55 36.21%),10 (0.11),23 (3-0-20 13.04%),1 (0.04)
11,"McDonald, Luke",30y 125d,216 (73-1-142 34.03%),18 (0.08),←,
10,"McKercher, Colby",20y 63d,29 (5-1-23 18.97%),6 (0.21),←,
2,"OSullivan, Finn",19y 15d,12 (3-1-8 29.17%),1 (0.08),←,
26,"Parker, Luke",32y 232d,306 (183-3-120 60.29%),223 (0.73),13 (3-1-9 26.92%),10 (0.77)
32,"Pink, Toby",26y 307d,22 (6-1-15 29.55%),7 (0.32),←,
24,"Powell, Tom",23y 104d,81 (12-2-67 16.05%),29 (0.36),←,
3,"Sheezel, Harry",20y 244d,57 (9-1-47 16.67%),19 (0.33),←,
12,"Simpkin, Jy",27y 101d,165 (43-2-120 26.67%),72 (0.44),←,
15,"Stephens, Dylan",24y 157d,71 (30-1-40 42.96%),13 (0.18),28 (5-1-22 19.64%),2 (0.07)
6,"Wardlaw, George",21y 3d,33 (3-1-29 10.61%),11 (0.33),←,
38,"Xerri, Tristan",26y 91d,69 (12-2-55 18.84%),24 (0.35),←,
44,"Zurhaar, Cameron",27y 23d,134 (30-2-102 23.13%),186 (1.39),←,
Totals,Totals,25y 71d,2306 (815-29-1462 35.34%),1671 (0.72),,
C,"Clarkson, Alastair",57y 48d,439 (237-5-197 54.56%),,49 (9-1-39 19.39%),
