North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
27,"Bergman, Miller",20y 52d,2 (1-0-1 50.00%),,←,
16,"Bonar, Aiden",24y 10d,33 (7-0-26 21.21%),5 (0.15),27 (4-0-23 14.81%),
30,"Comben, Charlie",21y 241d,3 (1-0-2 33.33%),2 (0.67),←,
10,"Cunnington, Ben",31y 261d,230 (115-1-114 50.22%),95 (0.41),←,
25,"Curtis, Paul",20y 14d,16 (2-0-14 12.50%),14 (0.88),←,
9,"Davies-Uniacke, Luke",23y 283d,72 (17-1-54 24.31%),23 (0.32),←,
31,"Goater, Josh",19y 289d,2 (1-0-1 50.00%),,←,
18,"Greenwood, Hugh",31y 12d,105 (43-2-60 41.90%),48 (0.46),22 (3-0-19 13.64%),3 (0.14)
20,"Larkey, Nick",24y 285d,72 (18-1-53 25.69%),126 (1.75),←,
19,"Logue, Griffin",24y 339d,65 (29-1-35 45.38%),9 (0.14),1 (1-0-0 100.00%),
11,"McDonald, Luke",28y 37d,160 (66-0-94 41.25%),17 (0.11),←,
29,"Phillips, Will",20y 300d,17 (5-0-12 29.41%),3 (0.18),←,
24,"Powell, Tom",21y 16d,32 (4-1-27 14.06%),9 (0.28),←,
8,"Scott, Bailey",22y 252d,56 (7-1-48 13.39%),22 (0.39),←,
3,"Sheezel, Harry",18y 156d,1 (1-0-0 100.00%),,←,
14,"Shiels, Liam",31y 323d,256 (157-3-96 61.91%),90 (0.35),1 (1-0-0 100.00%),
12,"Simpkin, Jy",25y 13d,117 (35-1-81 30.34%),42 (0.36),←,
2,"Stephenson, Jaidyn",24y 62d,90 (39-1-50 43.89%),96 (1.07),36 (5-1-30 15.28%),20 (0.56)
5,"Taylor, Curtis",22y 346d,53 (10-1-42 19.81%),21 (0.40),←,
28,"Turner, Kayne",27y 77d,119 (47-1-71 39.92%),59 (0.50),←,
38,"Xerri, Tristan",24y 3d,25 (5-1-19 22.00%),10 (0.40),←,
7,"Ziebell, Jack",32y 18d,259 (111-1-147 43.05%),182 (0.70),←,
44,"Zurhaar, Cameron",24y 300d,84 (23-1-60 27.98%),115 (1.37),←,
Totals,Totals,24y 208d,1869 (744-18-1107 39.81%),988 (0.53),,
C,"Clarkson, Alastair",54y 325d,391 (229-4-158 59.08%),,1 (1-0-0 100.00%),
