Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",24y 142d,89 (24-1-64 27.53%),71 (0.80),←,
15,"Anderson, Noah",21y 135d,51 (16-1-34 32.35%),10 (0.20),←,
10,"Ballard, Charlie",22y 344d,84 (23-1-60 27.98%),1 (0.01),←,
3,"Bowes, Jack",24y 157d,81 (20-1-60 25.31%),14 (0.17),←,
35,"Budarick, Connor",21y 87d,26 (11-1-14 44.23%),1 (0.04),←,
30,"Casboult, Levi",32y 109d,168 (54-1-113 32.44%),183 (1.09),14 (6-0-8 42.86%),27 (1.93)
1,"Chol, Mabior",25y 154d,46 (26-1-19 57.61%),55 (1.20),15 (7-0-8 46.67%),31 (2.07)
25,"Collins, Sam",28y 17d,74 (25-1-48 34.46%),,60 (22-1-37 37.50%),
4,"Ellis, Brandon",28y 333d,225 (127-2-96 56.89%),75 (0.33),49 (18-1-30 37.76%),17 (0.35)
8,"Fiorini, Brayden",24y 314d,74 (17-1-56 23.65%),22 (0.30),←,
26,"Flanders, Sam",20y 343d,25 (7-1-17 30.00%),8 (0.32),←,
46,"Graham, Caleb",21y 293d,30 (7-0-23 23.33%),1 (0.03),←,
7,"Holman, Nick",27y 34d,86 (25-0-61 29.07%),45 (0.52),77 (24-0-53 31.17%),45 (0.58)
23,"Lemmens, Sean",27y 242d,127 (35-2-90 28.35%),25 (0.20),←,
17,"Markov, Oleg",26y 55d,48 (21-0-27 43.75%),5 (0.10),25 (9-0-16 36.00%),2 (0.08)
11,"Miller, Touk",26y 130d,153 (39-2-112 26.14%),45 (0.29),←,
47,"Oea, Hewago",20y 231d,1 (0-0-1 0.00%),1 (1.00),←,
22,"Rankine, Izak",22y 70d,43 (15-1-27 36.05%),50 (1.16),←,
41,"Rosas, Malcolm",21y 5d,14 (6-0-8 42.86%),10 (0.71),←,
18,"Rowell, Matt",21y 1d,32 (13-0-19 40.63%),9 (0.28),←,
24,"Swallow, David",29y 225d,190 (52-1-137 27.63%),83 (0.44),←,
21,"Tsitas, James",27y 121d,1 (0-0-1 0.00%),,←,
28,"Witts, Jarrod",29y 292d,137 (44-1-92 32.48%),27 (0.20),97 (26-1-70 27.32%),9 (0.09)
Totals,Totals,25y 8d,1805 (607-19-1179 33.63%),741 (0.41),,
C,"Dew, Stuart",42y 318d,98 (26-1-71 27.04%),,←,
