Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",30y 43d,156 (62-1-93 40.06%),117 (0.75),101 (55-0-46 54.46%),104 (1.03)
10,"Bateman, Chance",23y 286d,44 (18-0-26 40.91%),15 (0.34),←,
20,"Beaumont, Simon",29y 111d,174 (76-0-98 43.68%),100 (0.57),22 (4-0-18 18.18%),11 (0.50)
30,"Brown, Campbell",21y 218d,42 (14-0-28 33.33%),26 (0.62),←,
25,"Clarke, Tim",23y 1d,48 (22-0-26 45.83%),12 (0.25),←,
9,"Crawford, Shane",30y 206d,234 (115-2-117 49.57%),185 (0.79),←,
24,"Croad, Trent",25y 25d,145 (68-1-76 47.24%),147 (1.01),107 (48-1-58 45.33%),87 (0.81)
1,"Everitt, Peter",30y 335d,218 (84-2-132 38.99%),348 (1.60),38 (11-0-27 28.95%),48 (1.26)
38,"Franklin, Lance",18y 63d,2 (0-0-2 0.00%),3 (1.50),←,
3,"Hay, Jonathan",25y 233d,131 (60-1-70 46.18%),12 (0.09),←,
15,"Hodge, Luke",20y 292d,47 (20-0-27 42.55%),33 (0.70),←,
2,"Holland, Nick",30y 248d,178 (79-2-97 44.94%),238 (1.34),←,
8,"Jacobs, Danny",24y 282d,95 (56-1-38 59.47%),27 (0.28),14 (2-0-12 14.29%),4 (0.29)
18,"Ladson, Rick",21y 44d,16 (4-0-12 25.00%),11 (0.69),←,
12,"Lonie, Nathan",22y 30d,54 (18-0-36 33.33%),24 (0.44),←,
14,"Miller, Harry",19y 296d,2 (0-0-2 0.00%),,←,
5,"Mitchell, Sam",22y 173d,51 (21-0-30 41.18%),11 (0.22),←,
28,"Sewell, Brad",21y 60d,8 (0-0-8 0.00%),,←,
11,"Smith, Joel",27y 335d,167 (78-1-88 47.01%),83 (0.50),109 (49-1-59 45.41%),32 (0.29)
33,"Thurgood, Josh",19y 302d,2 (0-0-2 0.00%),,←,
21,"Vandenberg, Richard",28y 79d,101 (45-1-55 45.05%),47 (0.47),←,
6,"Williams, Mark",21y 355d,35 (10-0-25 28.57%),46 (1.31),←,
Totals,Totals,24y 183d,1950 (850-12-1088 43.59%),1485 (0.76),,
C,"Clarkson, Alastair",36y 341d,2 (0-0-2 0.00%),,←,
