Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",20y 278d,39 (7-0-32 17.95%),23 (0.59),←,
31,"Ballard, Charlie",18y 356d,10 (0-0-10 0.00%),1 (0.10),←,
41,"Brodie, Will",19y 325d,7 (1-0-6 14.29%),1 (0.14),←,
32,"Crossley, Brayden",18y 332d,6 (0-0-6 0.00%),3 (0.50),←,
5,"Harbrow, Jarrod",29y 361d,218 (80-2-136 37.16%),54 (0.25),148 (40-1-107 27.36%),33 (0.22)
39,"Holman, Nick",23y 46d,25 (4-0-21 16.00%),10 (0.40),16 (3-0-13 18.75%),10 (0.63)
38,"Joyce, Jesse",20y 331d,42 (11-0-31 26.19%),1 (0.02),←,
23,"Lemmens, Sean",23y 254d,74 (21-1-52 29.05%),17 (0.23),←,
25,"Lyons, Jarryd",25y 357d,87 (43-0-44 49.43%),47 (0.54),32 (9-0-23 28.13%),15 (0.47)
4,"Martin, Jack",23y 166d,81 (22-1-58 27.78%),73 (0.90),←,
17,"May, Steven",26y 185d,118 (37-1-80 31.78%),20 (0.17),←,
11,"Miller, Touk",22y 142d,76 (16-1-59 21.71%),23 (0.30),←,
27,"Powell, Wil",18y 322d,3 (0-0-3 0.00%),1 (0.33),←,
35,"Rischitelli, Michael",32y 187d,230 (79-3-148 35.00%),88 (0.38),119 (30-0-89 25.21%),41 (0.34)
36,"Schoenfeld, Josh",21y 11d,13 (1-0-12 7.69%),4 (0.31),←,
6,"Sexton, Alex",24y 223d,91 (24-0-67 26.37%),57 (0.63),←,
24,"Swallow, David",25y 237d,113 (31-0-82 27.43%),54 (0.48),←,
16,"Thompson, Rory",27y 124d,101 (29-1-71 29.21%),7 (0.07),←,
14,"Weller, Lachie",22y 141d,63 (17-0-46 26.98%),18 (0.29),16 (3-0-13 18.75%),1 (0.06)
28,"Witts, Jarrod",25y 304d,74 (27-0-47 36.49%),22 (0.30),34 (9-0-25 26.47%),4 (0.12)
30,"Wright, Peter",21y 309d,46 (9-0-37 19.57%),62 (1.35),←,
15,"Young, Aaron",25y 220d,92 (41-1-50 45.11%),76 (0.83),16 (3-0-13 18.75%),14 (0.88)
Totals,Totals,23y 237d,1609 (500-11-1098 31.08%),662 (0.41),,
C,"Dew, Stuart",38y 330d,16 (3-0-13 18.75%),,←,
