Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
19,"Betts, Eddie",33y 292d,330 (159-3-168 48.64%),613 (1.86),198 (81-3-114 41.67%),303 (1.53)
41,"Casboult, Levi",30y 182d,140 (44-1-95 31.79%),147 (1.05),←,
9,"Cripps, Patrick",25y 179d,117 (31-1-85 26.92%),54 (0.46),←,
28,"Cuningham, David",23y 167d,36 (9-0-27 25.00%),20 (0.56),←,
35,"Curnow, Ed",30y 311d,181 (67-2-112 37.57%),39 (0.22),←,
12,"De Koning, Tom",21y 59d,8 (3-0-5 37.50%),1 (0.13),←,
15,"Docherty, Sam",26y 332d,108 (35-1-72 32.87%),14 (0.13),95 (29-1-65 31.05%),13 (0.14)
25,"Fisher, Zac",22y 90d,63 (14-0-49 22.22%),27 (0.43),←,
40,"Gibbons, Michael",25y 121d,35 (13-0-22 37.14%),26 (0.74),←,
14,"Jones, Liam",29y 202d,141 (49-0-92 34.75%),84 (0.60),75 (22-0-53 29.33%),16 (0.21)
11,"McGovern, Mitch",25y 338d,75 (43-1-31 58.00%),98 (1.31),27 (9-0-18 33.33%),31 (1.15)
10,"McKay, Harry",22y 264d,47 (13-0-34 27.66%),68 (1.45),←,
3,"Murphy, Marc",33y 56d,284 (112-1-171 39.61%),188 (0.66),←,
32,"Newnes, Jack",27y 202d,171 (62-2-107 36.84%),67 (0.39),16 (7-0-9 43.75%),12 (0.75)
4,"OBrien, Lochie",20y 361d,36 (9-0-27 25.00%),10 (0.28),←,
5,"Petrevski-Seton, Sam",22y 207d,79 (21-0-58 26.58%),19 (0.24),←,
20,"Plowman, Lachie",26y 2d,109 (32-0-77 29.36%),1 (0.01),89 (28-0-61 31.46%),
43,"Setterfield, Will",22y 221d,36 (14-0-22 38.89%),10 (0.28),34 (13-0-21 38.24%),10 (0.29)
6,"Simpson, Kade",36y 131d,341 (124-3-214 36.80%),138 (0.40),←,
18,"Walsh, Sam",20y 73d,38 (14-0-24 36.84%),14 (0.37),←,
23,"Weitering, Jacob",22y 295d,92 (24-0-68 26.09%),10 (0.11),←,
31,"Williamson, Tom",21y 276d,31 (13-0-18 41.94%),1 (0.03),←,
Totals,Totals,25y 364d,2498 (905-15-1578 36.23%),1649 (0.66),,
C,"Teague, David",39y 131d,27 (13-0-14 48.15%),,←,
