North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",28y 186d,98 (38-0-60 38.78%),32 (0.33),88 (31-0-57 35.23%),28 (0.32)
21,"Coleman-Jones, Callum",23y 55d,18 (5-1-12 30.56%),15 (0.83),9 (1-0-8 11.11%),4 (0.44)
4,"Corr, Aidan",28y 82d,118 (49-3-66 42.80%),2 (0.02),20 (2-0-18 10.00%),
25,"Curtis, Paul",19y 156d,14 (1-0-13 7.14%),10 (0.71),←,
9,"Davies-Uniacke, Luke",23y 60d,69 (16-1-52 23.91%),20 (0.29),←,
42,"Dawson, Kallan",24y 16d,2 (0-0-2 0.00%),,←,
22,"Goldstein, Todd",34y 37d,293 (128-2-163 44.03%),152 (0.52),←,
18,"Greenwood, Hugh",30y 154d,102 (42-2-58 42.16%),47 (0.46),19 (2-0-17 10.53%),2 (0.11)
43,"Hall, Aaron",31y 271d,154 (42-2-110 27.92%),94 (0.61),51 (9-1-41 18.63%),18 (0.35)
6,"Horne-Francis, Jason",19y 47d,16 (2-0-14 12.50%),4 (0.25),←,
20,"Larkey, Nick",24y 62d,69 (17-1-51 25.36%),118 (1.71),←,
35,"Lazzaro, Charlie",20y 135d,22 (4-0-18 18.18%),3 (0.14),←,
11,"McDonald, Luke",27y 179d,157 (65-0-92 41.40%),17 (0.11),←,
39,"Perez, Flynn",20y 347d,18 (1-0-17 5.56%),,←,
24,"Powell, Tom",20y 158d,29 (3-1-25 12.07%),9 (0.31),←,
8,"Scott, Bailey",22y 29d,53 (6-1-46 12.26%),21 (0.40),←,
12,"Simpkin, Jy",24y 155d,114 (34-1-79 30.26%),42 (0.37),←,
2,"Stephenson, Jaidyn",23y 204d,88 (38-1-49 43.75%),96 (1.09),34 (4-1-29 13.24%),20 (0.59)
5,"Taylor, Curtis",22y 123d,50 (9-1-40 19.00%),20 (0.40),←,
19,"Walker, Josh",29y 268d,139 (45-2-92 33.09%),75 (0.54),54 (8-1-45 15.74%),6 (0.11)
17,"Young, Lachie",23y 123d,41 (8-1-32 20.73%),2 (0.05),33 (4-1-28 13.64%),1 (0.03)
7,"Ziebell, Jack",31y 160d,257 (110-1-146 43.00%),180 (0.70),←,
44,"Zurhaar, Cameron",24y 77d,81 (22-1-58 27.78%),111 (1.37),←,
Totals,Totals,25y 23d,2002 (685-22-1295 34.22%),1070 (0.53),,
C,"Adams, Leigh",34y 123d,4 (1-0-3 25.00%),,←,
