Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",27y 104d,143 (51-1-91 36.01%),121 (0.85),←,
15,"Anderson, Noah",24y 97d,114 (47-1-66 41.67%),44 (0.39),←,
1,"Andrew, Mac",21y 172d,50 (24-0-26 48.00%),10 (0.20),←,
33,"Clohesy, Sam",22y 164d,27 (16-0-11 59.26%),9 (0.33),←,
25,"Collins, Sam",30y 344d,137 (56-1-80 41.24%),,123 (53-1-69 43.50%),
8,"Fiorini, Brayden",27y 276d,108 (34-1-73 31.94%),33 (0.31),←,
3,"Flanders, Sam",23y 305d,75 (31-1-43 42.00%),32 (0.43),←,
7,"Holman, Nick",29y 361d,140 (52-0-88 37.14%),77 (0.55),131 (51-0-80 38.93%),77 (0.59)
19,"Humphrey, Bailey",20y 256d,50 (27-0-23 54.00%),32 (0.64),←,
40,"Jeffrey, Joel",23y 74d,38 (21-0-17 55.26%),18 (0.47),←,
34,"King, Ben",24y 322d,105 (40-1-64 38.57%),215 (2.05),←,
22,"Long, Ben",27y 277d,120 (54-1-65 45.42%),79 (0.66),41 (22-0-19 53.66%),48 (1.17)
11,"Miller, Touk",29y 92d,201 (63-2-136 31.84%),67 (0.33),←,
2,"Noble, John",28y 61d,122 (74-3-45 61.89%),11 (0.09),10 (8-0-2 80.00%),3 (0.30)
27,"Powell, Wil",25y 272d,115 (48-1-66 42.17%),15 (0.13),←,
20,"Read, Ethan",19y 322d,12 (7-0-5 58.33%),9 (0.75),←,
17,"Rioli, Daniel",28y 39d,193 (106-4-83 55.96%),114 (0.59),10 (8-0-2 80.00%),5 (0.50)
41,"Rosas, Malcolm",23y 332d,48 (24-0-24 50.00%),46 (0.96),←,
18,"Rowell, Matt",23y 328d,95 (44-0-51 46.32%),28 (0.29),←,
24,"Swallow, David",32y 187d,243 (74-1-168 30.66%),111 (0.46),←,
32,"Uwland, Bodhi",21y 304d,34 (19-0-15 55.88%),,←,
4,"Walter, Jed",19y 351d,23 (13-0-10 56.52%),22 (0.96),←,
28,"Witts, Jarrod",32y 254d,191 (72-1-118 37.96%),42 (0.22),151 (54-1-96 36.09%),24 (0.16)
Totals,Totals,25y 246d,2384 (997-19-1368 41.82%),1135 (0.48),,
C,"Hardwick, Damien",52y 280d,340 (189-6-145 56.47%),,33 (19-0-14 57.58%),
