Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
1,"Boak, Travis",24y 332d,120 (49-1-70 41.25%),66 (0.55),←,
5,"Broadbent, Matthew",22y 332d,68 (22-1-45 33.09%),36 (0.53),←,
27,"Carlile, Alipate",26y 60d,123 (48-1-74 39.43%),5 (0.04),←,
25,"Cassisi, Domenic",30y 280d,209 (103-2-104 49.76%),73 (0.35),←,
18,"Cornes, Kane",30y 175d,258 (129-2-127 50.39%),89 (0.34),←,
7,"Ebert, Brad",23y 88d,111 (41-1-69 37.39%),54 (0.49),35 (13-1-21 38.57%),21 (0.60)
9,"Gray, Robbie",25y 91d,80 (30-0-50 37.50%),109 (1.36),←,
8,"Hartlett, Hamish",22y 319d,59 (20-1-38 34.75%),28 (0.47),←,
36,"Hombsch, Jack",20y 114d,13 (3-0-10 23.08%),,4 (3-0-1 75.00%),
42,"Jonas, Tom",22y 171d,26 (10-1-15 40.38%),,←,
23,"Lobbe, Matthew",24y 137d,32 (12-0-20 37.50%),7 (0.22),←,
44,"Logan, Tom",27y 362d,109 (35-1-73 32.57%),25 (0.23),106 (35-1-70 33.49%),25 (0.24)
6,"Monfries, Angus",26y 161d,163 (66-3-94 41.41%),183 (1.12),13 (8-0-5 61.54%),18 (1.38)
26,"Moore, Andrew",22y 30d,30 (12-0-18 40.00%),10 (0.33),←,
32,"Neade, Jake",19y 31d,12 (8-0-4 66.67%),8 (0.67),←,
13,"OShea, Cameron",21y 108d,35 (12-0-23 34.29%),7 (0.20),←,
29,"Pittard, Jasper",22y 89d,20 (9-0-11 45.00%),3 (0.15),←,
28,"Schulz, Jay",28y 72d,131 (47-3-81 37.02%),192 (1.47),60 (23-1-36 39.17%),134 (2.23)
12,"Trengove, Jackson",22y 239d,67 (20-1-46 30.60%),6 (0.09),←,
39,"Westhoff, Justin",26y 271d,124 (49-1-74 39.92%),164 (1.32),←,
16,"Wines, Ollie",18y 265d,13 (8-0-5 61.54%),5 (0.38),←,
20,"Wingard, Chad",19y 335d,32 (13-1-18 42.19%),33 (1.03),←,
Totals,Totals,24y 19d,1835 (746-20-1069 40.65%),1103 (0.60),,
C,"Hinkley, Ken",46y 272d,12 (8-0-4 66.67%),,←,
