Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
44,"Bail, Rohan",26y 58d,64 (15-1-48 24.22%),27 (0.42),←,
18,"Cross, Daniel",31y 146d,226 (102-3-121 45.80%),34 (0.15),16 (4-0-12 25.00%),1 (0.06)
6,"Dawes, Chris",26y 99d,100 (59-1-40 59.50%),113 (1.13),29 (5-0-24 17.24%),30 (1.03)
14,"Dunn, Lynden",27y 101d,138 (34-2-102 25.36%),94 (0.68),←,
48,"Fitzpatrick, Jack",23y 58d,18 (1-0-17 5.56%),20 (1.11),←,
8,"Frawley, James",25y 337d,138 (34-1-103 25.00%),18 (0.13),←,
20,"Garland, Colin",26y 117d,115 (25-2-88 22.61%),15 (0.13),←,
37,"Gawn, Max",22y 236d,25 (5-0-20 20.00%),12 (0.48),←,
38,"Howe, Jeremy",24y 55d,77 (15-0-62 19.48%),70 (0.91),←,
40,"Jamar, Mark",31y 14d,149 (48-3-98 33.22%),53 (0.36),←,
39,"Jetta, Neville",24y 192d,56 (11-2-43 21.43%),20 (0.36),←,
45,"Jones, Matt",26y 309d,41 (6-0-35 14.63%),6 (0.15),←,
2,"Jones, Nathan",26y 215d,178 (41-3-134 23.88%),83 (0.47),←,
16,"Kent, Dean",20y 180d,27 (3-0-24 11.11%),19 (0.70),←,
25,"McDonald, Tom",21y 339d,59 (11-0-48 18.64%),,←,
22,"Michie, Viv",22y 181d,6 (0-0-6 0.00%),,5 (0-0-5 0.00%),
21,"Pedersen, Cameron",27y 159d,45 (12-0-33 26.67%),39 (0.87),29 (5-0-24 17.24%),19 (0.66)
3,"Salem, Christian",19y 39d,12 (3-0-9 25.00%),6 (0.50),←,
12,"Tyson, Dom",21y 76d,34 (5-0-29 14.71%),18 (0.53),21 (4-0-17 19.05%),14 (0.67)
23,"Vince, Bernie",28y 325d,150 (72-0-78 48.00%),92 (0.61),21 (4-0-17 19.05%),12 (0.57)
7,"Viney, Jack",20y 132d,32 (5-0-27 15.63%),8 (0.25),←,
4,"Watts, Jack",23y 150d,94 (22-2-70 24.47%),73 (0.78),←,
Totals,Totals,24y 326d,1784 (529-20-1235 29.65%),820 (0.46),,
C,"Roos, Paul",51y 57d,223 (120-2-101 54.26%),,21 (4-0-17 19.05%),
