Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
6,"Bate, Matthew",22y 6d,58 (18-0-40 31.03%),52 (0.90),←,
21,"Bell, Daniel",24y 47d,64 (22-1-41 35.16%),1 (0.02),←,
43,"Bennell, Jamie",18y 357d,9 (1-0-8 11.11%),2 (0.22),←,
32,"Bruce, Cameron",29y 242d,194 (82-1-111 42.53%),201 (1.04),←,
36,"Davey, Aaron",25y 354d,107 (45-1-61 42.52%),133 (1.24),←,
8,"Frawley, James",20y 252d,29 (7-0-22 24.14%),1 (0.03),←,
18,"Green, Brad",28y 78d,192 (85-1-106 44.53%),237 (1.23),←,
16,"Grimes, Jack",20y 19d,5 (0-0-5 0.00%),,←,
40,"Jamar, Mark",25y 294d,67 (26-1-40 39.55%),21 (0.31),←,
11,"Johnson, Paul",24y 338d,53 (12-0-41 22.64%),15 (0.28),52 (11-0-41 21.15%),15 (0.29)
2,"Jones, Nathan",21y 130d,60 (12-1-47 20.83%),23 (0.38),←,
19,"Maric, Addam",19y 42d,10 (1-0-9 10.00%),7 (0.70),←,
34,"Martin, Stefan",22y 194d,17 (3-0-14 17.65%),2 (0.12),←,
23,"McDonald, James",32y 237d,225 (94-1-130 42.00%),51 (0.23),←,
5,"McLean, Brock",23y 80d,85 (34-1-50 40.59%),36 (0.42),←,
7,"Miller, Brad",25y 328d,120 (42-1-77 35.42%),71 (0.59),←,
22,"Moloney, Brent",25y 122d,79 (30-1-48 38.61%),18 (0.23),56 (18-0-38 32.14%),12 (0.21)
10,"Morton, Cale",19y 132d,29 (3-0-26 10.34%),16 (0.55),←,
27,"Rivers, Jared",24y 224d,79 (35-1-43 44.94%),4 (0.05),←,
12,"Sylvia, Colin",23y 203d,79 (26-1-52 33.54%),56 (0.71),←,
37,"Warnock, Matthew",25y 57d,31 (5-0-26 16.13%),1 (0.03),←,
45,"Whelan, Matthew",29y 198d,143 (65-1-77 45.80%),14 (0.10),←,
Totals,Totals,24y 79d,1735 (648-13-1074 37.35%),962 (0.55),,
C,"Bailey, Dean",42y 132d,32 (4-0-28 12.50%),,←,
