Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",21y 189d,40 (6-0-34 15.00%),28 (0.70),←,
10,"Ballard, Charlie",20y 26d,31 (4-0-27 12.90%),1 (0.03),←,
3,"Bowes, Jack",21y 204d,41 (8-0-33 19.51%),11 (0.27),←,
29,"Burgess, Chris",23y 265d,13 (3-0-10 23.08%),4 (0.31),←,
45,"Dawson, Jacob",19y 288d,8 (0-0-8 0.00%),1 (0.13),←,
12,"Day, Sam",26y 346d,119 (32-1-86 27.31%),85 (0.71),←,
8,"Fiorini, Brayden",21y 361d,46 (9-0-37 19.57%),16 (0.35),←,
46,"Graham, Caleb",18y 340d,2 (0-0-2 0.00%),,←,
1,"Hanley, Pearce",30y 276d,160 (44-0-116 27.50%),60 (0.38),31 (6-0-25 19.35%),2 (0.06)
5,"Harbrow, Jarrod",31y 31d,244 (84-2-158 34.84%),54 (0.22),174 (44-1-129 25.57%),33 (0.19)
33,"Horlin-Smith, George",26y 239d,58 (34-1-23 59.48%),29 (0.50),7 (0-0-7 0.00%),2 (0.29)
34,"King, Ben",19y 42d,13 (0-0-13 0.00%),14 (1.08),←,
23,"Lemmens, Sean",24y 289d,86 (22-1-63 26.16%),21 (0.24),←,
41,"Lukosius, Jack",19y 9d,20 (3-0-17 15.00%),3 (0.15),←,
44,"Macpherson, Darcy",21y 293d,38 (6-0-32 15.79%),21 (0.55),←,
11,"Miller, Touk",23y 177d,99 (20-1-78 20.71%),28 (0.28),←,
31,"Murdoch, Jordan",27y 148d,121 (75-2-44 62.81%),74 (0.61),13 (3-0-10 23.08%),1 (0.08)
35,"Rischitelli, Michael",33y 222d,242 (80-3-159 33.68%),91 (0.38),131 (31-0-100 23.66%),44 (0.34)
6,"Sexton, Alex",25y 258d,118 (28-0-90 23.73%),108 (0.92),←,
24,"Swallow, David",26y 272d,138 (34-0-104 24.64%),68 (0.49),←,
14,"Weller, Lachie",23y 176d,85 (20-0-65 23.53%),23 (0.27),38 (6-0-32 15.79%),6 (0.16)
28,"Witts, Jarrod",26y 339d,101 (31-0-70 30.69%),25 (0.25),61 (13-0-48 21.31%),7 (0.11)
Totals,Totals,24y 118d,1823 (543-11-1269 29.79%),765 (0.42),,
C,"Dew, Stuart",40y,43 (7-0-36 16.28%),,←,
