Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fitzroy Games (W-D-L W%),Fitzroy Goals (Ave.)
23,"Atkins, Simon",26y 219d,144 (65-2-77 45.83%),82 (0.57),17 (2-0-15 11.76%),6 (0.35)
32,"Baldwin, Jason",25y 265d,109 (37-0-72 33.94%),32 (0.29),←,
41,"Bird, Peter",19y 181d,11 (2-0-9 18.18%),5 (0.45),←,
14,"Bizzotto, Frank",24y 61d,31 (8-0-23 25.81%),3 (0.10),←,
35,"Cook, Brett",22y 102d,17 (1-0-16 5.88%),4 (0.24),←,
31,"Dent, Matthew",23y 194d,23 (3-0-20 13.04%),3 (0.13),←,
17,"Hawking, Simon",22y 147d,39 (11-0-28 28.21%),5 (0.13),←,
3,"Hawkins, Doug",35y 86d,346 (146-4-196 42.77%),225 (0.65),17 (2-0-15 11.76%),9 (0.53)
10,"Hogg, Jeff",28y 288d,170 (45-0-125 26.47%),340 (2.00),26 (4-0-22 15.38%),34 (1.31)
2,"Johnson, Chris",19y 61d,33 (6-0-27 18.18%),45 (1.36),←,
36,"Lamb, Wayne",22y 284d,13 (0-1-12 3.85%),6 (0.46),11 (0-0-11 0.00%),6 (0.55)
30,"Manson, James",28y 270d,162 (83-3-76 52.16%),125 (0.77),42 (13-0-29 30.95%),19 (0.45)
25,"McCarthy, John",28y 122d,144 (51-1-92 35.76%),167 (1.16),52 (13-0-39 25.00%),66 (1.27)
11,"McGregor, Anthony",23y 25d,34 (10-0-24 29.41%),7 (0.21),←,
42,"Mellington, Anthony",21y 3d,2 (0-0-2 0.00%),1 (0.50),←,
7,"Molloy, Jarrod",19y 79d,35 (7-0-28 20.00%),36 (1.03),←,
34,"Morton, Danny",22y 29d,11 (3-0-8 27.27%),5 (0.45),←,
4,"Paxman, Stephen",24y 238d,76 (21-0-55 27.63%),14 (0.18),←,
22,"Stretch, Steven",31y 206d,188 (94-1-93 50.27%),77 (0.41),24 (4-0-20 16.67%),6 (0.25)
33,"Warfe, Rowan",19y 37d,10 (1-0-9 10.00%),1 (0.10),←,
16,"Zanotti, Mark",30y 264d,152 (43-0-109 28.29%),19 (0.13),52 (15-0-37 28.85%),8 (0.15)
Totals,Totals,24y 255d,1750 (637-12-1101 36.40%),1202 (0.69),,
C,"Quinlan, Bernie",44y 9d,17 (2-0-15 11.76%),,←,
