Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",25y 163d,112 (34-1-77 30.80%),94 (0.84),←,
15,"Anderson, Noah",22y 156d,76 (27-1-48 36.18%),27 (0.36),←,
31,"Andrew, Mac",19y 231d,16 (7-0-9 43.75%),,←,
2,"Atkins, Rory",29y 11d,130 (73-1-56 56.54%),51 (0.39),29 (11-0-18 37.93%),4 (0.14)
10,"Ballard, Charlie",24y,105 (32-1-72 30.95%),2 (0.02),←,
30,"Casboult, Levi",33y 130d,190 (63-1-126 33.42%),207 (1.09),36 (15-0-21 41.67%),51 (1.42)
25,"Collins, Sam",29y 38d,99 (36-1-62 36.87%),,85 (33-1-51 39.41%),
4,"Ellis, Brandon",29y 354d,242 (134-2-106 55.79%),80 (0.33),66 (25-1-40 38.64%),22 (0.33)
50,"Farrar, Jy",26y 228d,31 (14-0-17 45.16%),2 (0.06),←,
3,"Flanders, Sam",21y 364d,39 (12-1-26 32.05%),11 (0.28),←,
36,"Hollands, Elijah",21y 89d,11 (4-0-7 36.36%),8 (0.73),←,
7,"Holman, Nick",28y 55d,107 (34-0-73 31.78%),61 (0.57),98 (33-0-65 33.67%),61 (0.62)
19,"Humphrey, Bailey",18y 315d,15 (7-0-8 46.67%),11 (0.73),←,
34,"King, Ben",23y 16d,71 (20-1-50 28.87%),122 (1.72),←,
22,"Long, Ben",25y 336d,94 (39-1-54 42.02%),31 (0.33),15 (7-0-8 46.67%),
13,"Lukosius, Jack",22y 348d,91 (29-1-61 32.42%),51 (0.56),←,
44,"Macpherson, Darcy",25y 267d,90 (27-0-63 30.00%),27 (0.30),←,
11,"Miller, Touk",27y 151d,169 (45-2-122 27.22%),48 (0.28),←,
47,"Oea, Hewago",21y 252d,13 (7-0-6 53.85%),5 (0.38),←,
27,"Powell, Wil",23y 331d,85 (31-1-53 37.06%),13 (0.15),←,
18,"Rowell, Matt",22y 22d,57 (24-0-33 42.11%),15 (0.26),←,
24,"Swallow, David",30y 246d,215 (63-1-151 29.53%),95 (0.44),←,
28,"Witts, Jarrod",30y 313d,160 (55-1-104 34.69%),33 (0.21),120 (37-1-82 31.25%),15 (0.13)
Totals,Totals,25y 144d,2218 (817-17-1384 36.83%),994 (0.45),,
C,"King, Steven",44y 243d,2 (1-0-1 50.00%),,←,
