North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
34,"Archer, Jackson",20y 188d,4 (0-0-4 0.00%),,←,
21,"Coleman-Jones, Callum",24y 33d,28 (5-1-22 19.64%),20 (0.71),19 (1-0-18 5.26%),9 (0.47)
4,"Corr, Aidan",29y 60d,133 (50-3-80 38.72%),2 (0.02),35 (3-0-32 8.57%),
25,"Curtis, Paul",20y 134d,30 (3-0-27 10.00%),21 (0.70),←,
9,"Davies-Uniacke, Luke",24y 38d,81 (18-1-62 22.84%),28 (0.35),←,
40,"Ford, Eddie",21y 25d,16 (0-0-16 0.00%),8 (0.50),←,
31,"Goater, Josh",20y 44d,5 (2-0-3 40.00%),,←,
37,"Harvey, Cooper",19y 4d,2 (0-0-2 0.00%),1 (0.50),←,
20,"Larkey, Nick",25y 40d,88 (19-1-68 22.16%),165 (1.88),←,
11,"McDonald, Luke",28y 157d,176 (67-0-109 38.07%),18 (0.10),←,
23,"McKay, Ben",25y 204d,65 (7-1-57 11.54%),1 (0.02),←,
8,"Scott, Bailey",23y 7d,72 (8-1-63 11.81%),26 (0.36),←,
3,"Sheezel, Harry",18y 276d,17 (2-0-15 11.76%),3 (0.18),←,
14,"Shiels, Liam",32y 78d,270 (158-3-109 59.07%),93 (0.34),15 (2-0-13 13.33%),3 (0.20)
2,"Stephenson, Jaidyn",24y 182d,106 (40-1-65 38.21%),120 (1.13),52 (6-1-45 12.50%),44 (0.85)
5,"Taylor, Curtis",23y 101d,62 (11-1-50 18.55%),27 (0.44),←,
26,"Thomas, Tarryn",23y 113d,63 (17-1-45 27.78%),51 (0.81),←,
13,"Tucker, Darcy",26y 174d,120 (42-0-78 35.00%),40 (0.33),12 (0-0-12 0.00%),5 (0.42)
6,"Wardlaw, George",19y 35d,7 (0-0-7 0.00%),1 (0.14),←,
38,"Xerri, Tristan",24y 123d,27 (5-1-21 20.37%),10 (0.37),←,
17,"Young, Lachie",24y 101d,45 (8-1-36 18.89%),2 (0.04),37 (4-1-32 12.16%),1 (0.03)
7,"Ziebell, Jack",32y 138d,275 (112-1-162 40.91%),182 (0.66),←,
44,"Zurhaar, Cameron",25y 55d,99 (24-1-74 24.75%),133 (1.34),←,
Totals,Totals,24y 37d,1791 (598-18-1175 33.39%),952 (0.53),,
C,"Ratten, Brett",52y 5d,196 (94-1-101 48.21%),,8 (0-0-8 0.00%),
