Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
15,"Anderson, Noah",19y 210d,16 (5-1-10 34.38%),4 (0.25),←,
10,"Ballard, Charlie",21y 53d,47 (9-1-37 20.21%),1 (0.02),←,
3,"Bowes, Jack",22y 232d,58 (13-1-44 23.28%),13 (0.22),←,
25,"Collins, Sam",26y 91d,39 (11-1-27 29.49%),,25 (8-1-16 34.00%),
19,"Corbett, Josh",24y 144d,15 (1-1-13 10.00%),6 (0.40),←,
12,"Day, Sam",28y 8d,136 (37-2-97 27.94%),96 (0.71),←,
4,"Ellis, Brandon",27y 42d,191 (113-2-76 59.69%),63 (0.33),15 (4-1-10 30.00%),5 (0.33)
46,"Graham, Caleb",20y 2d,9 (1-0-8 11.11%),,←,
21,"Greenwood, Hugh",28y 192d,67 (35-2-30 53.73%),38 (0.57),16 (5-1-10 34.38%),2 (0.13)
5,"Harbrow, Jarrod",32y 58d,257 (88-3-166 34.82%),54 (0.21),187 (48-2-137 26.20%),33 (0.18)
39,"Holman, Nick",25y 108d,55 (12-0-43 21.82%),23 (0.42),46 (11-0-35 23.91%),23 (0.50)
34,"King, Ben",20y 69d,30 (5-1-24 18.33%),41 (1.37),←,
23,"Lemmens, Sean",25y 317d,93 (23-2-68 25.81%),25 (0.27),←,
13,"Lukosius, Jack",20y 36d,37 (8-1-28 22.97%),6 (0.16),←,
44,"Macpherson, Darcy",22y 321d,51 (11-0-40 21.57%),25 (0.49),←,
11,"Miller, Touk",24y 205d,116 (25-2-89 22.41%),31 (0.27),←,
27,"Powell, Wil",21y 19d,34 (9-1-24 27.94%),11 (0.32),←,
22,"Rankine, Izak",20y 144d,11 (2-1-8 22.73%),11 (1.00),←,
6,"Sexton, Alex",26y 286d,132 (33-0-99 25.00%),126 (0.95),←,
24,"Swallow, David",27y 300d,153 (38-1-114 25.16%),72 (0.47),←,
14,"Weller, Lachie",24y 204d,102 (25-1-76 25.00%),35 (0.34),55 (11-1-43 20.91%),18 (0.33)
28,"Witts, Jarrod",28y 1d,118 (36-1-81 30.93%),25 (0.21),78 (18-1-59 23.72%),7 (0.09)
Totals,Totals,24y 155d,1767 (540-25-1202 30.56%),706 (0.40),,
C,"Dew, Stuart",41y 27d,60 (12-1-47 20.83%),,←,
