St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
8,"Acres, Blake",20y 206d,13 (3-0-10 23.08%),4 (0.31),←,
20,"Armitage, David",27y 319d,134 (53-1-80 39.93%),82 (0.61),←,
15,"Billings, Jack",20y 256d,31 (8-0-23 25.81%),23 (0.74),←,
27,"Bruce, Josh",23y 327d,52 (11-1-40 22.12%),69 (1.33),38 (10-1-27 27.63%),66 (1.74)
24,"Dempster, Sean",32y 101d,209 (100-3-106 48.56%),20 (0.10),155 (65-3-87 42.90%),12 (0.08)
7,"Dunstan, Luke",21y 92d,40 (12-1-27 31.25%),23 (0.57),←,
25,"Fisher, Sam",33y 295d,222 (121-5-96 55.63%),22 (0.10),←,
14,"Geary, Jarryn",27y 312d,126 (65-1-60 51.98%),21 (0.17),←,
19,"Gilbert, Sam",29y 255d,163 (91-5-67 57.36%),35 (0.21),←,
22,"Gresham, Jade",18y 250d,3 (1-0-2 33.33%),2 (0.67),←,
1,"Hickey, Tom",25y 55d,47 (11-1-35 24.47%),17 (0.36),35 (10-1-24 30.00%),12 (0.34)
28,"Membrey, Tim",21y 340d,14 (5-1-8 39.29%),14 (1.00),13 (4-1-8 34.62%),14 (1.08)
41,"Minchington, Darren",22y 143d,14 (3-1-10 25.00%),14 (1.00),←,
11,"Montagna, Leigh",32y 180d,255 (133-5-117 53.14%),146 (0.57),←,
16,"Newnes, Jack",23y 66d,75 (21-1-53 28.67%),14 (0.19),←,
12,"Riewoldt, Nick",33y 196d,304 (148-6-150 49.67%),663 (2.18),←,
6,"Ross, Sebastian",22y 359d,43 (10-1-32 24.42%),5 (0.12),←,
5,"Savage, Shane",25y 116d,96 (51-1-44 53.65%),52 (0.54),40 (10-1-29 26.25%),15 (0.38)
40,"Sinclair, Jack",21y 78d,23 (7-0-16 30.43%),22 (0.96),←,
3,"Steven, Jack",26y 33d,118 (42-2-74 36.44%),78 (0.66),←,
29,"Webster, Jimmy",22y 307d,44 (11-1-32 26.14%),2 (0.05),←,
44,"Weller, Maverick",24y 77d,74 (15-1-58 20.95%),25 (0.34),42 (9-1-32 22.62%),22 (0.52)
Totals,Totals,25y 132d,2100 (922-38-1140 43.90%),1353 (0.64),,
C,"Richardson, Alan",50y 349d,51 (12-1-38 24.51%),,50 (12-1-37 25.00%),
