Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
25,"Chaplin, Troy",27y 50d,143 (58-1-84 40.91%),10 (0.07),3 (3-0-0 100.00%),
30,"Conca, Reece",20y 245d,38 (17-1-20 46.05%),7 (0.18),←,
9,"Cotchin, Trent",23y 7d,89 (39-2-48 44.94%),55 (0.62),←,
3,"Deledio, Brett",25y 361d,175 (67-5-103 39.71%),122 (0.70),←,
10,"Edwards, Shane",24y 171d,112 (39-5-68 37.05%),70 (0.63),←,
5,"Ellis, Brandon",19y 254d,24 (12-1-11 52.08%),2 (0.08),←,
6,"Grigg, Shaun",24y 360d,89 (39-2-48 44.94%),34 (0.38),46 (21-2-23 47.83%),24 (0.52)
2,"Grimes, Dylan",21y 272d,19 (9-0-10 47.37%),,←,
14,"Houli, Bachar",24y 337d,73 (31-3-39 44.52%),19 (0.26),47 (21-2-24 46.81%),10 (0.21)
23,"Jackson, Daniel",26y 354d,126 (43-4-79 35.71%),41 (0.33),←,
28,"King, Jake",29y 19d,90 (32-4-54 37.78%),59 (0.66),←,
15,"Knights, Chris",26y 201d,97 (53-0-44 54.64%),69 (0.71),1 (1-0-0 100.00%),1 (1.00)
20,"Maric, Ivan",27y 100d,101 (56-1-44 55.94%),37 (0.37),24 (13-1-10 56.25%),9 (0.38)
4,"Martin, Dustin",21y 292d,66 (26-2-38 40.91%),70 (1.06),←,
16,"McGuane, Luke",26y 61d,96 (32-4-60 35.42%),26 (0.27),←,
38,"Morris, Steven",24y 104d,24 (12-1-11 52.08%),1 (0.04),←,
1,"Newman, Chris",30y 331d,217 (74-5-138 35.25%),33 (0.15),←,
13,"Petterd, Ricky",24y 264d,56 (16-1-39 29.46%),55 (0.98),2 (2-0-0 100.00%),
18,"Rance, Alex",23y 187d,69 (23-2-44 34.78%),7 (0.10),←,
8,"Riewoldt, Jack",24y 165d,115 (43-4-68 39.13%),274 (2.38),←,
21,"Tuck, Shane",31y 111d,165 (63-4-98 39.39%),70 (0.42),←,
29,"Vickery, Ty",22y 318d,57 (22-2-33 40.35%),55 (0.96),←,
Totals,Totals,25y 41d,2041 (806-54-1181 39.49%),1116 (0.55),,
C,"Hardwick, Damien",40y 239d,69 (27-2-40 40.58%),,←,
