Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",20y 313d,43 (8-0-35 18.60%),24 (0.56),←,
9,"Ainsworth, Ben",20y 189d,29 (5-0-24 17.24%),20 (0.69),←,
20,"Barlow, Michael",30y 243d,140 (83-1-56 59.64%),92 (0.66),14 (5-0-9 35.71%),11 (0.79)
29,"Bowes, Jack",20y 204d,26 (5-0-21 19.23%),6 (0.23),←,
32,"Crossley, Brayden",19y 2d,9 (1-0-8 11.11%),4 (0.44),←,
8,"Fiorini, Brayden",20y 361d,25 (6-0-19 24.00%),11 (0.44),←,
5,"Harbrow, Jarrod",30y 31d,223 (81-2-140 36.77%),54 (0.24),153 (41-1-111 27.12%),33 (0.22)
40,"Heron, Jacob",18y 251d,7 (1-0-6 14.29%),2 (0.29),←,
39,"Holman, Nick",23y 81d,30 (5-0-25 16.67%),14 (0.47),21 (4-0-17 19.05%),14 (0.67)
38,"Joyce, Jesse",21y 1d,46 (12-0-34 26.09%),1 (0.02),←,
23,"Lemmens, Sean",23y 289d,78 (22-1-55 28.85%),17 (0.22),←,
21,"Leslie, Jack",23y 113d,27 (5-0-22 18.52%),1 (0.04),←,
25,"Lyons, Jarryd",26y 27d,91 (44-0-47 48.35%),48 (0.53),36 (10-0-26 27.78%),16 (0.44)
17,"May, Steven",26y 220d,122 (38-1-83 31.56%),21 (0.17),←,
11,"Miller, Touk",22y 177d,81 (17-1-63 21.60%),24 (0.30),←,
35,"Rischitelli, Michael",32y 222d,235 (80-3-152 34.68%),89 (0.38),124 (31-0-93 25.00%),42 (0.34)
18,"Scheer, Brad",19y 352d,9 (1-0-8 11.11%),,←,
6,"Sexton, Alex",24y 258d,96 (25-0-71 26.04%),70 (0.73),←,
24,"Swallow, David",25y 272d,116 (31-0-85 26.72%),55 (0.47),←,
14,"Weller, Lachie",22y 176d,68 (18-0-50 26.47%),21 (0.31),21 (4-0-17 19.05%),4 (0.19)
28,"Witts, Jarrod",25y 339d,79 (28-0-51 35.44%),22 (0.28),39 (10-0-29 25.64%),4 (0.10)
15,"Young, Aaron",25y 255d,97 (42-1-54 43.81%),82 (0.85),21 (4-0-17 19.05%),20 (0.95)
Totals,Totals,23y 315d,1677 (558-10-1109 33.27%),678 (0.40),,
C,"Dew, Stuart",39y,21 (4-0-17 19.05%),,←,
