St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
29,"Baker, Steven",22y 73d,44 (11-1-32 26.14%),12 (0.27),←,
22,"Begley, James",22y 12d,32 (6-2-24 21.88%),4 (0.13),←,
6,"Black, Heath",23y 67d,83 (21-0-62 25.30%),41 (0.49),14 (3-0-11 21.43%),6 (0.43)
11,"Callaghan, Craig",26y 147d,124 (35-1-88 28.63%),94 (0.76),29 (7-1-21 25.86%),25 (0.86)
18,"Cripps, Jason",25y 293d,56 (28-1-27 50.89%),10 (0.18),←,
26,"Dal Santo, Nick",18y 162d,14 (3-1-10 25.00%),6 (0.43),←,
10,"Everitt, Peter",28y 92d,176 (73-2-101 42.05%),294 (1.67),←,
9,"Gehrig, Fraser",26y 153d,143 (69-1-73 48.60%),173 (1.21),28 (6-0-22 21.43%),14 (0.50)
2,"Hamill, Aaron",24y 348d,129 (57-0-72 44.19%),161 (1.25),37 (8-0-29 21.62%),47 (1.27)
7,"Hayes, Lenny",22y 201d,67 (18-2-47 28.36%),27 (0.40),←,
8,"Hudghton, Max",25y 335d,115 (45-2-68 40.00%),10 (0.09),←,
5,"Jones, Austinn",25y 309d,153 (61-2-90 40.52%),108 (0.71),←,
15,"Lawrence, Steven",26y 76d,103 (45-3-55 45.15%),51 (0.50),22 (5-1-16 25.00%),8 (0.36)
23,"Loewe, Stewart",34y 72d,318 (135-2-181 42.77%),589 (1.85),←,
44,"Milne, Stephen",22y 148d,34 (8-1-25 25.00%),69 (2.03),←,
43,"Moyle, Brett",22y 125d,35 (8-0-27 22.86%),10 (0.29),←,
1,"Peckett, Justin",29y 302d,185 (75-2-108 41.08%),28 (0.15),←,
12,"Riewoldt, Nick",19y 290d,24 (6-1-17 27.08%),14 (0.58),←,
40,"Schwarze, Troy",20y 223d,25 (6-1-18 26.00%),6 (0.24),←,
4,"Thompson, Andrew",29y 286d,127 (49-2-76 39.37%),74 (0.58),←,
13,"Voss, Brett",24y 162d,72 (28-2-42 40.28%),27 (0.38),37 (9-1-27 25.68%),16 (0.43)
30,"Wulf, Daniel",22y 76d,20 (3-1-16 17.50%),7 (0.35),←,
Totals,Totals,24y 263d,2079 (790-30-1259 38.00%),1815 (0.87),,
C,"Thomas, Grant",44y 170d,25 (6-1-18 26.00%),,←,
