North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
27,"Bergman, Miller",20y 102d,5 (2-0-3 40.00%),,←,
4,"Corr, Aidan",28y 355d,127 (50-3-74 40.55%),2 (0.02),29 (3-0-26 10.34%),
10,"Cunnington, Ben",31y 311d,237 (116-1-120 49.16%),96 (0.41),←,
25,"Curtis, Paul",20y 64d,22 (3-0-19 13.64%),16 (0.73),←,
9,"Davies-Uniacke, Luke",23y 333d,77 (18-1-58 24.03%),24 (0.31),←,
41,"Drury, Blake",19y 116d,1 (0-0-1 0.00%),,←,
22,"Goldstein, Todd",34y 310d,302 (129-2-171 43.05%),153 (0.51),←,
20,"Larkey, Nick",24y 335d,79 (19-1-59 24.68%),139 (1.76),←,
35,"Lazzaro, Charlie",21y 43d,25 (4-0-21 16.00%),3 (0.12),←,
19,"Logue, Griffin",25y 24d,71 (30-1-40 42.96%),9 (0.13),7 (2-0-5 28.57%),
1,"Mahony, Jack",21y 176d,43 (5-1-37 12.79%),18 (0.42),←,
11,"McDonald, Luke",28y 87d,167 (67-0-100 40.12%),17 (0.10),←,
23,"McKay, Ben",25y 134d,56 (7-1-48 13.39%),1 (0.02),←,
39,"Perez, Flynn",21y 255d,20 (1-0-19 5.00%),,←,
8,"Scott, Bailey",22y 302d,63 (8-1-54 13.49%),22 (0.35),←,
3,"Sheezel, Harry",18y 206d,8 (2-0-6 25.00%),1 (0.13),←,
14,"Shiels, Liam",32y 8d,263 (158-3-102 60.65%),93 (0.35),8 (2-0-6 25.00%),3 (0.38)
12,"Simpkin, Jy",25y 63d,122 (36-1-85 29.92%),44 (0.36),←,
2,"Stephenson, Jaidyn",24y 112d,97 (40-1-56 41.75%),108 (1.11),43 (6-1-36 15.12%),32 (0.74)
5,"Taylor, Curtis",23y 31d,60 (11-1-48 19.17%),27 (0.45),←,
13,"Tucker, Darcy",26y 104d,114 (42-0-72 36.84%),37 (0.32),6 (0-0-6 0.00%),2 (0.33)
7,"Ziebell, Jack",32y 68d,266 (112-1-153 42.29%),182 (0.68),←,
44,"Zurhaar, Cameron",24y 350d,91 (24-1-66 26.92%),124 (1.36),←,
Totals,Totals,25y 26d,2316 (884-20-1412 38.17%),1116 (0.48),,
C,"Clarkson, Alastair",55y 10d,398 (230-4-164 58.29%),,8 (2-0-6 25.00%),
