Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
41,"Ah Chee, Brendon",21y 210d,7 (3-0-4 42.86%),1 (0.14),←,
1,"Boak, Travis",26y 352d,170 (75-1-94 44.41%),103 (0.61),←,
5,"Broadbent, Matthew",24y 352d,118 (49-1-68 41.95%),41 (0.35),←,
17,"Clurey, Tom",21y 118d,6 (4-0-2 66.67%),,←,
7,"Ebert, Brad",25y 108d,162 (68-1-93 42.28%),83 (0.51),86 (40-1-45 47.09%),50 (0.58)
9,"Gray, Robbie",27y 111d,129 (56-0-73 43.41%),179 (1.39),←,
8,"Hartlett, Hamish",24y 339d,105 (44-1-60 42.38%),62 (0.59),←,
36,"Hombsch, Jack",22y 134d,54 (24-0-30 44.44%),,45 (24-0-21 53.33%),
24,"Impey, Jarman",20y 10d,29 (14-0-15 48.28%),4 (0.14),←,
48,"Krakouer, Nathan",27y 75d,63 (26-0-37 41.27%),19 (0.30),50 (25-0-25 50.00%),11 (0.22)
23,"Lobbe, Matthew",26y 157d,79 (37-0-42 46.84%),19 (0.24),←,
6,"Monfries, Angus",28y 181d,206 (86-3-117 42.48%),242 (1.17),56 (28-0-28 50.00%),77 (1.38)
3,"Neade, Jake",21y 51d,28 (15-0-13 53.57%),22 (0.79),←,
13,"OShea, Cameron",23y 128d,61 (25-0-36 40.98%),7 (0.11),←,
4,"Ryder, Paddy",27y 127d,181 (83-4-94 46.96%),127 (0.70),11 (4-0-7 36.36%),10 (0.91)
28,"Schulz, Jay",30y 92d,182 (74-3-105 41.48%),309 (1.70),111 (50-1-60 45.50%),251 (2.26)
14,"Stewart, Paul",28y 9d,87 (35-0-52 40.23%),33 (0.38),←,
12,"Trengove, Jackson",24y 259d,109 (43-1-65 39.91%),8 (0.07),←,
39,"Westhoff, Justin",28y 291d,174 (76-1-97 43.97%),219 (1.26),←,
16,"Wines, Ollie",20y 285d,60 (33-0-27 55.00%),26 (0.43),←,
20,"Wingard, Chad",21y 355d,82 (39-1-42 48.17%),130 (1.59),←,
40,"Young, Aaron",22y 225d,38 (18-1-19 48.68%),14 (0.37),←,
Totals,Totals,24y 297d,2130 (927-18-1185 43.52%),1648 (0.77),,
C,"Hinkley, Ken",48y 292d,63 (35-0-28 55.56%),,←,
