Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
40,"Birss, Shane",20y 152d,27 (10-2-15 40.74%),10 (0.37),←,
42,"Boyd, Matthew",20y 348d,8 (2-0-6 25.00%),3 (0.38),←,
17,"Brown, Nathan",25y 181d,134 (64-3-67 48.88%),199 (1.49),←,
14,"Darcy, Luke",28y 29d,174 (83-4-87 48.85%),120 (0.69),←,
28,"Dimattina, Paul",28y 261d,129 (63-2-64 49.61%),56 (0.43),←,
10,"Eagleton, Nathan",24y 273d,125 (58-3-64 47.60%),102 (0.82),69 (32-1-36 47.10%),57 (0.83)
13,"Giansiracusa, Daniel",21y 152d,52 (16-2-34 32.69%),53 (1.02),←,
9,"Gilbee, Lindsay",22y 33d,37 (15-1-21 41.89%),19 (0.51),←,
8,"Hahn, Mitch",22y 92d,47 (18-1-28 39.36%),14 (0.30),←,
25,"Hargrave, Ryan",22y 15d,35 (12-2-21 37.14%),9 (0.26),←,
22,"Harrison, Ben",28y 205d,134 (60-2-72 45.52%),57 (0.43),58 (22-2-34 39.66%),18 (0.31)
6,"Johnson, Brad",27y 23d,208 (99-5-104 48.80%),265 (1.27),←,
35,"Kretiuk, Steven",31y 37d,167 (90-4-73 55.09%),11 (0.07),←,
29,"McGuinness, Kieran",20y 33d,17 (3-2-12 23.53%),6 (0.35),←,
23,"McMahon, Jordan",20y 75d,34 (7-2-25 23.53%),23 (0.68),←,
2,"Murphy, Robert",21y 62d,57 (21-2-34 38.60%),13 (0.23),←,
15,"Power, Sam",20y 39d,23 (5-1-17 23.91%),4 (0.17),←,
30,"Robbins, Matthew",26y 94d,72 (31-2-39 44.44%),16 (0.22),65 (27-2-36 43.08%),16 (0.25)
34,"Skipper, Wayde",20y 162d,9 (1-1-7 16.67%),,←,
5,"Smith, Rohan",30y 71d,232 (114-5-113 50.22%),210 (0.91),←,
7,"West, Scott",28y 269d,229 (110-4-115 48.91%),85 (0.37),←,
21,"Wiggins, Patrick",22y 182d,10 (6-0-4 60.00%),5 (0.50),←,
Totals,Totals,24y 77d,1960 (888-50-1022 45.31%),1280 (0.65),,
C,"Rohde, Peter",38y 264d,20 (4-1-15 22.50%),,←,
