Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
15,"Anderson, Noah",22y 84d,67 (23-1-43 35.07%),22 (0.33),←,
31,"Andrew, Mac",19y 159d,8 (4-0-4 50.00%),,←,
2,"Atkins, Rory",28y 304d,121 (69-1-51 57.44%),49 (0.40),20 (7-0-13 35.00%),2 (0.10)
10,"Ballard, Charlie",23y 293d,96 (28-1-67 29.69%),2 (0.02),←,
16,"Berry, Tom",22y 11d,22 (16-0-6 72.73%),3 (0.14),2 (1-0-1 50.00%),
1,"Chol, Mabior",26y 103d,59 (32-1-26 55.08%),75 (1.27),28 (13-0-15 46.43%),51 (1.82)
25,"Collins, Sam",28y 331d,90 (32-1-57 36.11%),,76 (29-1-46 38.82%),
5,"Davies, Alex",21y 55d,20 (9-0-11 45.00%),8 (0.40),←,
12,"Day, Sam",30y 248d,148 (43-2-103 29.73%),107 (0.72),←,
4,"Ellis, Brandon",29y 282d,236 (132-2-102 56.36%),79 (0.33),60 (23-1-36 39.17%),21 (0.35)
8,"Fiorini, Brayden",25y 263d,83 (21-1-61 25.90%),26 (0.31),←,
19,"Humphrey, Bailey",18y 243d,6 (3-0-3 50.00%),4 (0.67),←,
34,"King, Ben",22y 309d,62 (16-1-45 26.61%),111 (1.79),←,
23,"Lemmens, Sean",28y 191d,139 (41-2-96 30.22%),25 (0.18),←,
13,"Lukosius, Jack",22y 276d,82 (25-1-56 31.10%),28 (0.34),←,
44,"Macpherson, Darcy",25y 195d,81 (23-0-58 28.40%),26 (0.32),←,
47,"Oea, Hewago",21y 180d,8 (5-0-3 62.50%),2 (0.25),←,
27,"Powell, Wil",23y 259d,76 (27-1-48 36.18%),13 (0.17),←,
41,"Rosas, Malcolm",21y 319d,27 (13-0-14 48.15%),21 (0.78),←,
18,"Rowell, Matt",21y 315d,48 (20-0-28 41.67%),11 (0.23),←,
24,"Swallow, David",30y 174d,206 (59-1-146 28.88%),92 (0.45),←,
21,"Tsitas, James",28y 70d,3 (1-0-2 33.33%),2 (0.67),←,
28,"Witts, Jarrod",30y 241d,151 (51-1-99 34.11%),32 (0.21),111 (33-1-77 30.18%),14 (0.13)
Totals,Totals,25y 7d,1839 (693-17-1129 37.68%),738 (0.40),,
C,"Dew, Stuart",43y 267d,114 (33-1-80 29.39%),,←,
