Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",26y 85d,125 (39-1-85 31.60%),105 (0.84),←,
15,"Anderson, Noah",23y 78d,89 (32-1-56 36.52%),35 (0.39),←,
31,"Andrew, Mac",20y 153d,26 (10-0-16 38.46%),,←,
2,"Atkins, Rory",29y 298d,138 (75-1-62 54.71%),52 (0.38),37 (13-0-24 35.14%),5 (0.14)
10,"Ballard, Charlie",24y 287d,118 (37-1-80 31.78%),2 (0.02),←,
16,"Berry, Tom",23y 4d,34 (22-0-12 64.71%),5 (0.15),14 (7-0-7 50.00%),2 (0.14)
33,"Clohesy, Sam",21y 145d,5 (2-0-3 40.00%),4 (0.80),←,
25,"Collins, Sam",29y 325d,112 (41-1-70 37.05%),,98 (38-1-59 39.29%),
8,"Fiorini, Brayden",26y 257d,101 (29-1-71 29.21%),32 (0.32),←,
3,"Flanders, Sam",22y 286d,52 (17-1-34 33.65%),15 (0.29),←,
26,"Graham, Will",18y 283d,5 (2-0-3 40.00%),1 (0.20),←,
7,"Holman, Nick",28y 342d,118 (39-0-79 33.05%),66 (0.56),109 (38-0-71 34.86%),66 (0.61)
34,"King, Ben",23y 303d,81 (25-1-55 31.48%),151 (1.86),←,
22,"Long, Ben",26y 258d,96 (39-1-56 41.15%),32 (0.33),17 (7-0-10 41.18%),1 (0.06)
13,"Lukosius, Jack",23y 270d,103 (34-1-68 33.50%),60 (0.58),←,
11,"Miller, Touk",28y 73d,181 (50-2-129 28.18%),52 (0.29),←,
27,"Powell, Wil",24y 253d,95 (36-1-58 38.42%),13 (0.14),←,
20,"Read, Ethan",18y 303d,4 (1-0-3 25.00%),3 (0.75),←,
29,"Rogers, Jake",19y 64d,3 (1-0-2 33.33%),1 (0.33),←,
18,"Rowell, Matt",22y 309d,70 (29-0-41 41.43%),22 (0.31),←,
24,"Swallow, David",31y 168d,228 (68-1-159 30.04%),104 (0.46),←,
17,"Walter, Jed",18y 332d,6 (2-0-4 33.33%),7 (1.17),←,
28,"Witts, Jarrod",31y 235d,172 (60-1-111 35.17%),34 (0.20),132 (42-1-89 32.20%),16 (0.12)
Totals,Totals,24y 222d,1962 (690-15-1257 35.17%),796 (0.41),,
C,"Hardwick, Damien",51y 261d,315 (174-6-135 56.19%),,8 (4-0-4 50.00%),
